source_type,source_expression,target_type,target_feature,association_score,association_metric,support_count,evidence_level,evidence_description
NATURAL_LANGUAGE_DIRECT,Ambrox Super,NOTE,Ambrox Super,1.0,EXACT_MATCH,132.0,A,Exact canonical Note label; present in 132 perfumes
NATURAL_LANGUAGE_DIRECT,Ambroxan,NOTE,Ambroxan,1.0,EXACT_MATCH,3051.0,A,"Exact canonical Note label; present in 3,051 perfumes"
NATURAL_LANGUAGE_DIRECT,Amburana Bark,NOTE,Amburana Bark,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Amburana Wood,NOTE,Amburana Wood,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,American Apple,NOTE,American Apple,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Amethyst Flower,NOTE,Amethyst Flower,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Ammonia,NOTE,Ammonia,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Ammophila,NOTE,Ammophila,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Ammophila (beach grass),NOTE,Ammophila (beach grass),1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Amyl Salicylate,NOTE,Amyl Salicylate,1.0,EXACT_MATCH,50.0,A,Exact canonical Note label; present in 50 perfumes
NATURAL_LANGUAGE_DIRECT,Amyris,NOTE,Amyris,1.0,EXACT_MATCH,725.0,A,Exact canonical Note label; present in 725 perfumes
NATURAL_LANGUAGE_DIRECT,Andiroba,NOTE,Andiroba,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Anemona,NOTE,Anemona,1.0,EXACT_MATCH,5.0,A,Exact canonical Note label; present in 5 perfumes
NATURAL_LANGUAGE_DIRECT,Angel's Trumpet,NOTE,Angel's Trumpet,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Angelica,NOTE,Angelica,1.0,EXACT_MATCH,883.0,A,Exact canonical Note label; present in 883 perfumes
NATURAL_LANGUAGE_DIRECT,Angelica Root,NOTE,Angelica Root,1.0,EXACT_MATCH,66.0,A,Exact canonical Note label; present in 66 perfumes
NATURAL_LANGUAGE_DIRECT,Angels Trumpet,NOTE,Angels Trumpet,1.0,EXACT_MATCH,14.0,A,Exact canonical Note label; present in 14 perfumes
NATURAL_LANGUAGE_DIRECT,Animal notes,NOTE,Animal notes,1.0,EXACT_MATCH,516.0,A,Exact canonical Note label; present in 516 perfumes
NATURAL_LANGUAGE_DIRECT,Anise,NOTE,Anise,1.0,EXACT_MATCH,1341.0,A,"Exact canonical Note label; present in 1,341 perfumes"
NATURAL_LANGUAGE_DIRECT,Anthamber™,NOTE,Anthamber™,1.0,EXACT_MATCH,5.0,A,Exact canonical Note label; present in 5 perfumes
NATURAL_LANGUAGE_DIRECT,Antillone™,NOTE,Antillone™,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Aperol,NOTE,Aperol,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Apple,NOTE,Apple,1.0,EXACT_MATCH,5727.0,A,"Exact canonical Note label; present in 5,727 perfumes"
NATURAL_LANGUAGE_DIRECT,Apple Blossom,NOTE,Apple Blossom,1.0,EXACT_MATCH,473.0,A,Exact canonical Note label; present in 473 perfumes
NATURAL_LANGUAGE_DIRECT,Apple Leaf,NOTE,Apple Leaf,1.0,EXACT_MATCH,23.0,A,Exact canonical Note label; present in 23 perfumes
NATURAL_LANGUAGE_DIRECT,Apple Licor,NOTE,Apple Licor,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Apple Mint,NOTE,Apple Mint,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Apple Pie,NOTE,Apple Pie,1.0,EXACT_MATCH,7.0,A,Exact canonical Note label; present in 7 perfumes
NATURAL_LANGUAGE_DIRECT,Apple Shisha Accord,NOTE,Apple Shisha Accord,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Apple Tree,NOTE,Apple Tree,1.0,EXACT_MATCH,54.0,A,Exact canonical Note label; present in 54 perfumes
NATURAL_LANGUAGE_DIRECT,Apple Tree Blossom,NOTE,Apple Tree Blossom,1.0,EXACT_MATCH,13.0,A,Exact canonical Note label; present in 13 perfumes
NATURAL_LANGUAGE_DIRECT,Apple juice,NOTE,Apple juice,1.0,EXACT_MATCH,16.0,A,Exact canonical Note label; present in 16 perfumes
NATURAL_LANGUAGE_DIRECT,Apple pulp,NOTE,Apple pulp,1.0,EXACT_MATCH,8.0,A,Exact canonical Note label; present in 8 perfumes
NATURAL_LANGUAGE_DIRECT,Apple sherbet,NOTE,Apple sherbet,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Applejack,NOTE,Applejack,1.0,EXACT_MATCH,5.0,A,Exact canonical Note label; present in 5 perfumes
NATURAL_LANGUAGE_DIRECT,Apricot,NOTE,Apricot,1.0,EXACT_MATCH,1974.0,A,"Exact canonical Note label; present in 1,974 perfumes"
NATURAL_LANGUAGE_DIRECT,Apricot Blossom,NOTE,Apricot Blossom,1.0,EXACT_MATCH,81.0,A,Exact canonical Note label; present in 81 perfumes
NATURAL_LANGUAGE_DIRECT,Apricot Jam,NOTE,Apricot Jam,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Aquaflora™,NOTE,Aquaflora™,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Aqual,NOTE,Aqual,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Aquatic notes,NOTE,Aquatic notes,1.0,EXACT_MATCH,490.0,A,Exact canonical Note label; present in 490 perfumes
NATURAL_LANGUAGE_DIRECT,Aquozone,NOTE,Aquozone,1.0,EXACT_MATCH,18.0,A,Exact canonical Note label; present in 18 perfumes
NATURAL_LANGUAGE_DIRECT,Arabian Spices,NOTE,Arabian Spices,1.0,EXACT_MATCH,18.0,A,Exact canonical Note label; present in 18 perfumes
NATURAL_LANGUAGE_DIRECT,Araucaria,NOTE,Araucaria,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Arbutus,NOTE,Arbutus,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,"Arbutus (Madrona, Bearberry tree)",NOTE,"Arbutus (Madrona, Bearberry tree)",1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Arctic Bramble,NOTE,Arctic Bramble,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Argan,NOTE,Argan,1.0,EXACT_MATCH,16.0,A,Exact canonical Note label; present in 16 perfumes
NATURAL_LANGUAGE_DIRECT,Argan Tree,NOTE,Argan Tree,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Argentinian Lemon,NOTE,Argentinian Lemon,1.0,EXACT_MATCH,18.0,A,Exact canonical Note label; present in 18 perfumes
NATURAL_LANGUAGE_DIRECT,Arnica,NOTE,Arnica,1.0,EXACT_MATCH,12.0,A,Exact canonical Note label; present in 12 perfumes
NATURAL_LANGUAGE_DIRECT,Aromatic Notes,NOTE,Aromatic Notes,1.0,EXACT_MATCH,345.0,A,Exact canonical Note label; present in 345 perfumes
NATURAL_LANGUAGE_DIRECT,Aromatic Spices,NOTE,Aromatic Spices,1.0,EXACT_MATCH,102.0,A,Exact canonical Note label; present in 102 perfumes
NATURAL_LANGUAGE_DIRECT,Artemisia,NOTE,Artemisia,1.0,EXACT_MATCH,1759.0,A,"Exact canonical Note label; present in 1,759 perfumes"
NATURAL_LANGUAGE_DIRECT,Artichoke,NOTE,Artichoke,1.0,EXACT_MATCH,9.0,A,Exact canonical Note label; present in 9 perfumes
NATURAL_LANGUAGE_DIRECT,Arum Lily,NOTE,Arum Lily,1.0,EXACT_MATCH,43.0,A,Exact canonical Note label; present in 43 perfumes
NATURAL_LANGUAGE_DIRECT,Asafoetida,NOTE,Asafoetida,1.0,EXACT_MATCH,19.0,A,Exact canonical Note label; present in 19 perfumes
NATURAL_LANGUAGE_DIRECT,Ash,NOTE,Ash,1.0,EXACT_MATCH,99.0,A,Exact canonical Note label; present in 99 perfumes
NATURAL_LANGUAGE_DIRECT,Ashberry,NOTE,Ashberry,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Ashoka Flower,NOTE,Ashoka Flower,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Asian Clintonia,NOTE,Asian Clintonia,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Asian lily,NOTE,Asian lily,1.0,EXACT_MATCH,7.0,A,Exact canonical Note label; present in 7 perfumes
NATURAL_LANGUAGE_DIRECT,Asparagus,NOTE,Asparagus,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Aspen,NOTE,Aspen,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Asphalt,NOTE,Asphalt,1.0,EXACT_MATCH,41.0,A,Exact canonical Note label; present in 41 perfumes
NATURAL_LANGUAGE_DIRECT,Aspic,NOTE,Aspic,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Assam Oud,NOTE,Assam Oud,1.0,EXACT_MATCH,54.0,A,Exact canonical Note label; present in 54 perfumes
NATURAL_LANGUAGE_DIRECT,Assam Tea,NOTE,Assam Tea,1.0,EXACT_MATCH,10.0,A,Exact canonical Note label; present in 10 perfumes
NATURAL_LANGUAGE_DIRECT,Astragalus,NOTE,Astragalus,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Atlas Cedar,NOTE,Atlas Cedar,1.0,EXACT_MATCH,800.0,A,Exact canonical Note label; present in 800 perfumes
NATURAL_LANGUAGE_DIRECT,Australian Blue Cypress,NOTE,Australian Blue Cypress,1.0,EXACT_MATCH,13.0,A,Exact canonical Note label; present in 13 perfumes
NATURAL_LANGUAGE_DIRECT,Australian Oud,NOTE,Australian Oud,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Australian Sandalwood,NOTE,Australian Sandalwood,1.0,EXACT_MATCH,519.0,A,Exact canonical Note label; present in 519 perfumes
NATURAL_LANGUAGE_DIRECT,Avocado,NOTE,Avocado,1.0,EXACT_MATCH,17.0,A,Exact canonical Note label; present in 17 perfumes
NATURAL_LANGUAGE_DIRECT,Azalea,NOTE,Azalea,1.0,EXACT_MATCH,18.0,A,Exact canonical Note label; present in 18 perfumes
NATURAL_LANGUAGE_DIRECT,Azarbre,NOTE,Azarbre,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Azolla,NOTE,Azolla,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Azteca Lily,NOTE,Azteca Lily,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,BBQ,NOTE,BBQ,1.0,EXACT_MATCH,5.0,A,Exact canonical Note label; present in 5 perfumes
NATURAL_LANGUAGE_DIRECT,Baba (Italian dessert),NOTE,Baba (Italian dessert),1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Baby’s Breath,NOTE,Baby’s Breath,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Bacon,NOTE,Bacon,1.0,EXACT_MATCH,8.0,A,Exact canonical Note label; present in 8 perfumes
NATURAL_LANGUAGE_DIRECT,Bagas de Zimbro,NOTE,Bagas de Zimbro,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Baguette,NOTE,Baguette,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Baie Rose,NOTE,Baie Rose,1.0,EXACT_MATCH,66.0,A,Exact canonical Note label; present in 66 perfumes
