query_id,query_text,gold_scent,pred_scent,scent_match,gold_context,pred_context,context_match,gold_performance,pred_performance,performance_match,gold_avoid,pred_avoid,avoid_match,gold_additional,pred_additional,additional_match,overall_exact_match,api_status,parse_status,validation_status,error_components,error_type,llm_diagnostic,semantic_over_inference_candidate
UQ0016,여름에 뿌릴 향수 가지고 싶은데 향기 너무 많이 나면 코 아파서... 안 그런거 추천 가능한가?,[],[],True,"{""season"":[""summer""],""daypart"":[],""gender"":[]}","{""season"":[""summer""],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""향기 너무 많이 나면""]",[],False,[],"[""여름에 사용할 향수"",""향기가 너무 많이 나면 코가 아픔"",""그렇지 않은 향수 추천 가능 여부""]",False,False,success,success,success,"[""MISSED_AVOID"",""EXTRA_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0017,어른스러운 느낌 나는 향수 가지고 싶다. 나는 34살 금융맨임.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""어른스러운 느낌"",""34살"",""금융맨""]","[""어른스러운 느낌"",""34살"",""금융맨""]",True,True,success,success,success,[],,,False
UQ0018,여자친구가 생겼는데 여친한테 점수 딸만한 향기 없나...?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""여친한테 점수 딸만한""]","[""여자친구에게 점수 딸만한 향기(호감 목적)""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0019,옷에 향수 뿌리고 싶어. 아무거나 추천 해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""옷에 향수"",""아무거나 추천""]","[""옷에 향수 뿌리고 싶음"",""아무거나 추천해달라는 요청""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0020,향수 분사 적당히 되는 거 없나? 입자가 너무 작은 건 싫은데.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""입자가 너무 작은 건""]",[],False,"[""분사 적당히 되는 거""]","[""향수 분사량이 적당한 것"",""입자가 너무 작은 건 싫음""]",False,False,success,success,success,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0021,"나는 이솝 테싯 퍼퓸을 자주 쓰는데, 이게 내 체향에 잘 맞는 거 같더라고. 비슷한데 다른 향 없나?",[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""이솝 테싯 퍼퓸"",""체향에 잘 맞는""]","[""Aesop Tetsit perfume를 자주 사용하며 체향에 잘 맞는 것 같음"",""비슷한데 다른 향(대체/유사 향수) 추천 요청""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0022,나 조말론 블랙베리는 별로더라... 이런 나한테 추천해줄 만한 향수 없나,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""조말론 블랙베리""]","[""Blackberry (Jo Malone BlackBerry 계열)""]",False,[],"[""Jo Malone Blackberry가 별로였던 사람에게 맞는 향수 추천""]",False,False,success,success,success,"[""MISSED_AVOID"",""EXTRA_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0023,남자가 뿌릴 깔끔한 향수 추천 좀.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[""male""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""깔끔한""]","[""깔끔한 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0024,나 25살 여잔데 이번에 회사 취직해서 나한테 선물할 겸 하나 사고 싶음! 어떤 게 좋을까???,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[],""daypart"":[],""gender"":[""female""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""25살"",""회사 취직"",""나한테 선물""]","[""25살"",""회사 취직 선물"",""본인에게 선물로 구매""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0025,소개팅할 때 부담스럽지 않으면서 좋은 인상을 줄 수 있는 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""부담""]",[],False,"[""소개팅"",""좋은 인상""]","[""소개팅"",""부담스럽지 않게"",""좋은 인상""]",False,False,success,success,success,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0026,조용하고 차분한 사람에게 잘 어울릴 것 같은 향수를 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""조용"",""차분한""]","[""조용하고 차분한 사람에게 잘 어울리는 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0027,지나갈 때 은은하게 좋은 냄새가 나는 정도의 향수를 찾고 있어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",False,[],[],True,"[""지나갈 때 은은"",""좋은 냄새""]","[""지나갈 때 은은하게 좋은 냄새가 나는 정도""]",False,False,success,success,success,"[""EXTRA_INTENSITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0028,회사에서 매일 사용해도 부담 없는 깔끔한 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[""day""],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""회사"",""매일 사용"",""부담 없는"",""깔끔한""]","[""회사에서 매일 사용하기"",""부담 없는 깔끔한 향""]",False,False,success,success,success,"[""EXTRA_DAYPART"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0029,처음 향수를 사는 사람도 무난하게 사용할 수 있는 향수를 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""처음 향수를 사는"",""무난하게 사용""]","[""처음 향수를 사는 사람도 무난하게 사용할 수 있는 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0030,사람 많은 곳에서도 너무 강하게 느껴지지 않는 은은한 향수를 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",True,"[""강하게""]",[],False,"[""사람 많은 곳"",""은은한""]","[""사람 많은 곳에서도 너무 강하게 느껴지지 않는 향""]",False,False,success,success,success,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0031,특별히 원하는 향은 모르겠는데 사람들이 맡았을 때 그냥 ‘좋은 냄새 난다’고 느낄 만한 향수를 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""좋은 냄새""]","[""사람들이 맡았을 때 그냥 ‘좋은 냄새 난다’고 느낄 만한 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0032,향수 냄새가 강하면 머리가 아파서 최대한 부드럽고 편안한 향을 찾고 있어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",False,"[""강하면""]",[],False,"[""부드럽"",""편안한 향""]","[""향이 강하면 머리가 아픔"",""최대한 부드럽고 편안한 향""]",False,False,success,success,success,"[""EXTRA_INTENSITY"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0033,내가 20대 후반인데 너무 어려 보이지 않으면서 세련된 향수를 찾고 있어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""어려 보이지""]",[],False,"["" 20대 후반"",""세련된 향수""]","[""20대 후반"",""너무 어려 보이지 않게"",""세련된 향수""]",False,False,success,success,success,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0034,너무 향수 뿌린 티 안나는 걸로 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",True,[],[],True,"[""향수 뿌린 티 안나는""]","[""너무 향수 뿌린 티 안나는 것""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0035,나한테 무슨 향이 어울리는지 모르겠음 그냥 골라줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""그냥 골라줘""]","[""나한테 어울리는 향을 모름"",""그냥 골라달라고 요청""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0036,면접 갈 때 향수 뿌려도 됨? 뿌린다면 뭐가 좋아,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""면접""]","[""면접 갈 때 향수 사용 가능 여부"",""뿌린다면 어떤 향 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0037,남자친구한테서 났으면 하는 향 찾아줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""남자친구""]","[""남자친구에게서 났으면 하는 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0038,향수 하나만 사서 사계절 내내 쓰고 싶은데 가능?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""사계절""]","[""사계절 내내 사용할 수 있는 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0039,출근할때 매일 막 뿌릴 수 있는거,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[""day""],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""출근할때"",""매일"",""막 뿌릴""]","[""출근할 때 매일 매일 뿌릴 수 있는""]",False,False,success,success,success,"[""EXTRA_DAYPART"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0040,담배 피우는데 담배냄새랑 섞여도 이상하지 않은 향수 있을까,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""담배냄새랑 섞여도 이상하지 않은""]","[""담배 냄새와 섞여도 이상하지 않은 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0041,여자 향수인데 남자가 써도 안 이상한거 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[""female"",""neuter""]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""여자 향수""]","[""여자 향수인데 남자가 써도 안 이상한 것 추천""]",False,False,success,success,success,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0042,여름에 땀 많이 나는데 땀냄새랑 섞여서 이상해지지 않는거,[],[],True,"{""season"":[""summer""],""daypart"":[],""gender"":[]}","{""season"":[""summer""],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""땀냄새랑 섞여서 이상해지지 않는""]","[""땀 많이 나는 여름 상황에서도 땀냄새와 섞여 이상해지지 않기""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0043,향수 입문자한테 괜찮은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""향수 입문자"",""괜찮은 향수""]","[""향수 입문자""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0044,면세점에서 사기 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""면세점에서 사기 좋은""]","[""duty-free(면세점)에서 구매하기 좋은 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0045,헬스장에서 반응 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""헬스장"",""반응 좋은""]","[""헬스장에서 반응 좋은 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0046,오늘 뿌리기 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""오늘"",""뿌리기 좋은""]","[""오늘 뿌리기 좋은 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0047,남자가 쓰기 좋은 엄청 섹시한 느낌의 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[""male""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""엄청 섹시한 느낌""]","[""엄청 섹시한 느낌""]",True,True,success,success,success,[],,,False
UQ0048,비누향이나 섬유유연제 향이 강하게 나는 향수 추천해줘,"[""Soap""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""HIGH"",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,"[""섬유유연제 향""]","[""비누향이 강하게 나는 향수"",""섬유유연제 향이 강하게 나는 향수""]",False,False,success,success,success,"[""MISSED_SCENT"",""MISSED_INTENSITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0049,나한테 맞는 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""나한테 맞는""]","[""나한테 맞는 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0050,향수 입문자에게 괜찮은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""향수 입문자"",""괜찮은 향수""]","[""향수 입문자에게 괜찮은 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0051,향수 입문용으로 조말론이나 메종 마르지엘라는 어때?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""향수 입문용"",""조말론"",""메종 마르지엘라""]","[""향수 입문용"",""조말론"",""메종 마르지엘라""]",True,True,success,success,success,[],,,False
UQ0052,향수 사보려고 하는데 난 달콤한 향기는 별로 안 좋아하거든 좀 화한거 사고싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""달콤한 향기""]","[""sweet (달콤한)""]",False,"[""화한거""]","[""좀 화한 향기(화한 느낌) 선호""]",False,False,success,success,success,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0053,맑고 산뜻한거 갖고싶은데,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""맑고 산뜻""]","[""맑고 산뜻한 느낌""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0054,홍차향 같은 향수도 있나? 근데 너무 음식같은 느낌 안 났으면 좋곘음,[],"[""black tea""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""너무 음식같은 느낌""]","[""too food-like""]",False,"[""홍차향""]","[""홍차향 같은 향수 찾아보기""]",False,False,success,success,success,"[""EXTRA_SCENT"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
