"perfume_id","sentence_no","sentence"
3116,3,"봄여름에 가볍게 쓸 여성스러운 향이면 좋겠어. 풀잎처럼 싱그럽고 재스민 향이 촉촉하게 느껴졌으면 해."
1485,1,"회사에서 쓰기 좋은 부드러운 장미 향을 찾고 있어. 여성스럽고 산뜻하면서 공기처럼 가벼웠으면 좋겠어."
1485,2,"진하고 달콤한 장미보다 맑고 은은한 꽃향을 원해. 우아하면서도 부담 없이 데일리로 쓸 수 있으면 좋겠어."
1485,3,"깨끗하고 여성스러운 꽃다발 같은 향이면 좋겠어. 장미가 자연스럽게 느껴지고 부드럽고 여리여리했으면 해."
72554,1,"남자가 쓰기 좋은 강렬한 가죽 향을 찾고 있어. 연기와 향신료가 섞여 어둡고 신비로운 느낌이면 좋겠어."
72554,2,"밤에 어울리는 묵직하고 고급스러운 향이면 좋겠어. 가죽이 중심이고 향을 피운 듯한 연기가 남았으면 해."
72554,3,"남녀 모두 쓸 수 있지만 남성적인 쪽에 가까운 향을 원해. 가죽과 매콤한 향, 짙은 연기가 느껴졌으면 좋겠어."
2802,1,"매일 쓰기 좋은 시원하고 깨끗한 향을 찾고 있어. 비누 같은 첫 향에 포근한 살냄새가 이어졌으면 좋겠어."
2802,2,"남녀 구분 없이 쓸 수 있는 맑은 향이면 좋겠어. 씻고 나온 듯 산뜻하면서 시간이 지나면 깊어졌으면 해."
2802,3,"흔한 비누 향보다 조금 독특한 깨끗한 향을 원해. 차분하고 시원하면서 보송한 살결 느낌도 있었으면 좋겠어."
64950,1,"강렬하고 고급스러운 장미 향을 찾고 있어. 묵직한 나무진 향이 받쳐주면서 중동 느낌의 화려함이 있었으면 해."
64950,2,"부드러운 장미보다 힘 있고 짙은 꽃향을 원해. 어두운 나무 향과 장미가 섞여 깊고 성숙했으면 좋겠어."
64950,3,"화려하고 존재감 있는 향이면 좋겠어. 진한 장미에 묵직하고 그윽한 나무 향이 더해진 느낌을 찾고 있어."
56993,1,"추운 날 저녁에 쓸 달콤한 향을 찾고 있어. 사과 같은 과일 향에 따뜻한 향신료와 크림 느낌이 있었으면 해."
56993,2,"가을겨울에 어울리는 포근한 남성 향이면 좋겠어. 달큰한 사과로 시작해서 부드럽고 고소하게 마무리됐으면 해."
56993,3,"밤에 쓰기 좋은 따뜻한 과일 향을 원해. 사과의 달콤함과 매콤한 향이 섞이고 뒤에는 크림처럼 부드러웠으면 해."
64500,1,"밤에 어울리는 깊고 남성적인 향을 찾고 있어. 따뜻한 향신료가 선명하면서 관능적이고 고전적인 느낌이면 좋겠어."
64500,2,"달콤하기만 한 향보다 매콤하고 묵직한 향을 원해. 성숙하고 진한 분위기에 이국적인 느낌도 있었으면 해."
64500,3,"한 번 맡으면 기억에 남는 진한 향이면 좋겠어. 따뜻한 향신료가 중심이고 오래된 영화 같은 분위기를 원해."
61811,1,"바닐라 향을 찾는데 케이크처럼 달기만 한 건 싫어. 크림 같은 꽃향과 자연스러운 바닐라가 섞였으면 해."
61811,2,"성숙한 느낌의 바닐라 향이면 좋겠어. 설탕처럼 단 향보다 꽃에서 나는 달콤함처럼 부드러웠으면 해."
61811,3,"남녀 모두 쓸 수 있는 진한 바닐라 향을 원해. 감귤 향은 없고 크림 같은 꽃과 부드러운 단향이 중심이면 좋겠어."
39885,1,"사계절 쓸 수 있는 은은하고 고급스러운 향을 찾고 있어. 꿀의 달콤함과 보송한 꽃향이 차분하게 섞였으면 해."
39885,2,"달콤하지만 끈적하지 않은 성숙한 향이면 좋겠어. 부드러운 꿀 향에 보송한 꽃과 풀 느낌이 있었으면 해."
39885,3,"편안하고 조금 향수를 불러일으키는 향을 원해. 은은한 꿀과 꽃향이 중심이고 차분하고 우아했으면 좋겠어."
64204,1,"따뜻한 쌀밥과 말차가 떠오르는 독특한 향을 찾고 있어. 우유처럼 부드럽고 초록빛 풋풋함도 있었으면 해."
64204,2,"편하게 입는 날 쓰기 좋은 고소한 향이면 좋겠어. 쌀의 포근함과 말차의 쌉싸름함이 자연스럽게 섞였으면 해."
64204,3,"흔한 디저트 향 말고 독특한 향을 원해. 우유와 쌀처럼 부드럽고 고소하면서 젖은 잎 같은 향도 있었으면 해."
80042,1,"여름 바닷가에 어울리는 이국적인 향을 찾고 있어. 짭짤한 바다 향과 노란 꽃 향이 함께 느껴졌으면 해."
80042,2,"더운 날 기분 좋아지는 열대 분위기의 향이면 좋겠어. 바닷물의 짠 느낌과 화사한 꽃향이 섞였으면 해."
80042,3,"휴양지에서 쓸 독특한 여름 향을 원해. 바다처럼 시원하고 짭짤하면서 선크림 같은 부드러운 꽃향도 괜찮아."
25967,1,"처음 향수를 쓰는 사람도 부담 없이 쓸 향을 찾고 있어. 사계절 어디서나 잘 어울리고 호불호가 적었으면 해."
25967,2,"출근이나 데이트 등 상황 가리지 않고 쓸 향이면 좋겠어. 세련되고 무난해서 주변 사람들이 편하게 느꼈으면 해."
25967,3,"한 병으로 계절 상관없이 쓰기 좋은 향을 원해. 너무 독특하거나 어렵지 않고 깔끔하고 대중적이면 좋겠어."
36599,1,"봄여름에 바닷가 공기 같은 향을 찾고 있어. 짭짤한 바람과 부드러운 꽃향이 섞이고 편안했으면 좋겠어."
36599,2,"조용한 해변에서 쉬는 듯한 향이면 좋겠어. 시원한 바다 향에 크림 같은 흰 꽃이 은은하게 느껴졌으면 해."
36599,3,"짠 바다 향을 좋아하지만 너무 거칠진 않았으면 해. 산뜻한 꽃향과 부드러운 느낌이 함께 있었으면 좋겠어."
9558,1,"밤에 쓸 강렬하고 존재감 있는 향을 찾고 있어. 묵직하고 풍부하면서 사람들 시선을 끌 만한 느낌이면 좋겠어."
9558,2,"조용한 향보다 확실히 눈에 띄는 향을 원해. 밤 외출에 잘 어울리고 깊고 진한 분위기였으면 좋겠어."
9558,3,"더운 낮보다는 선선한 밤에 어울리는 향이면 좋겠어. 진하고 고급스러우면서 자신감 있는 느낌을 원해."
