"perfume_id","sentence_no","sentence"
37574,1,"격식 있는 자리에 쓸 우아한 향을 찾고 있어. 감귤로 산뜻하게 시작해서 꽃과 바닐라가 부드럽게 이어지면 좋겠어."
37574,2,"추운 날 잘 어울리는 세련된 향이면 좋겠어. 상큼한 첫 향 뒤에 달콤한 바닐라와 풍성한 꽃향이 남았으면 해."
37574,3,"남녀 모두 쓸 수 있는 고급스러운 향을 원해. 처음엔 산뜻하고 시간이 지나면 꽃과 바닐라가 포근했으면 좋겠어."
30991,1,"어둡고 신비로운 나무 향을 찾고 있어. 진한 베리의 단맛과 부드러운 백단향이 섞여 관능적이면 좋겠어."
30991,2,"밤에 어울리는 매혹적인 향이면 좋겠어. 달콤한 검은 열매와 크림 같은 나무 향이 깊고 부드러웠으면 해."
30991,3,"남녀 모두 쓸 수 있는 독특한 나무 향을 원해. 따뜻한 나무와 어두운 과일 향이 섞여 몽환적이면 좋겠어."
51393,1,"겨울에 포근하게 쓸 바닐라 향을 찾고 있어. 진한 럼 향과 달콤한 나무진 느낌이 따뜻하게 어우러졌으면 해."
51393,2,"추운 밤에 어울리는 술 향 나는 단향이면 좋겠어. 숙성된 럼과 바닐라가 부드럽고 깊게 느껴졌으면 해."
51393,3,"달콤하지만 단순하지 않은 겨울 향을 원해. 바닐라에 진한 술기운과 따뜻한 수지 향이 섞였으면 좋겠어."
1067,1,"가을겨울에 어울리는 신비로운 향을 찾고 있어. 가볍게 퍼지지만 안쪽에는 어둡고 깊은 분위기가 있었으면 해."
1067,2,"밝기만 한 향보다 살짝 어두운 느낌의 향이 좋아. 차분하고 복잡하면서 세련된 분위기였으면 좋겠어."
1067,3,"흔하지 않고 여러 느낌이 겹치는 향을 원해. 공기처럼 가벼운 부분과 묵직한 어두움이 같이 있었으면 좋겠어."
17665,1,"추운 날 격식 있는 자리에 쓸 남성적인 향을 찾고 있어. 술 향이 진하고 깊으면서 고급스럽게 느껴지면 좋겠어."
17665,2,"정장에 잘 어울리는 성숙한 향이면 좋겠어. 달콤한 술기운과 묵직한 분위기가 있고 너무 가볍지 않았으면 해."
17665,3,"겨울 저녁에 쓸 클래식한 남자 향을 원해. 진한 술 향을 중심으로 따뜻하고 값비싸 보이는 느낌이면 좋겠어."
68182,1,"따뜻하고 포근한 바닐라 향을 찾고 있어. 크림처럼 부드럽고 달콤하면서 회사에서도 부담 없이 쓸 수 있으면 좋겠어."
68182,2,"디저트처럼 맛있는 바닐라 향이면 좋겠어. 달콤하지만 세련되고 나무 향이 살짝 섞여 차분했으면 해."
68182,3,"추운 날 편안하게 느껴지는 단향을 원해. 진한 바닐라와 크림 느낌이 중심이고 너무 유치하지 않았으면 좋겠어."
10131,1,"깨끗한 살냄새인데 어딘가 어두운 향을 찾고 있어. 차갑고 인공적인 느낌이 있으면서 묘하게 섹시했으면 좋겠어."
10131,2,"평범한 비누 향 말고 도시적인 향을 원해. 깨끗한 피부 느낌에 잡지 종이나 차가운 공기 같은 분위기가 있었으면 해."
10131,3,"몽환적이고 조금 낯선 깨끗한 향이면 좋겠어. 보송한 살냄새와 차갑고 어두운 느낌이 같이 났으면 좋겠어."
39123,1,"따뜻한 날 쓰기 좋은 상큼하고 달콤한 향을 찾고 있어. 과일 향으로 시작해서 깨끗하게 마무리되면 좋겠어."
39123,2,"남녀 누구나 편하게 쓸 여름 향이면 좋겠어. 신선한 과일 느낌이 있고 너무 진하거나 무겁지 않았으면 해."
39123,3,"밝고 깨끗한 과일 향을 원해. 첫 향은 상큼하고 달콤하지만 전체적으로 가볍고 산뜻했으면 좋겠어."
55558,1,"성숙한 남자가 쓰기 좋은 어두운 향을 찾고 있어. 향신료와 허브가 복잡하게 섞이고 시원한 물 느낌도 있었으면 해."
55558,2,"밝은 바다 향보다 깊고 묵직한 향을 원해. 매콤한 향신료와 풀 향에 어두운 물가 같은 분위기가 있었으면 해."
55558,3,"더운 한여름보다는 선선한 날 쓸 남성적인 향이면 좋겠어. 허브와 향신료, 깊은 물향이 함께 느껴졌으면 해."
98848,1,"상큼하고 깔끔한 향을 찾고 있어. 감귤 향이 부드럽게 시작하고 민트의 시원함이 더해졌으면 좋겠어."
98848,2,"여름에 편하게 쓸 산뜻한 남성 향이면 좋겠어. 톡 쏘지 않는 감귤과 시원한 민트가 균형 있게 느껴졌으면 해."
98848,3,"누구나 좋아할 만한 깨끗한 향을 원해. 밝은 감귤 향에 민트의 상쾌함이 있고 전체적으로 부드러웠으면 좋겠어."
3976,1,"데이트할 때 쓸 부드러운 꽃향을 찾고 있어. 흔한 장미 향과는 다르고 남녀 모두 자연스럽게 쓸 수 있으면 좋겠어."
3976,2,"기분을 밝게 바꿔주는 은은한 꽃향이면 좋겠어. 화려하기보다 차분하고 독특해서 기억에 남았으면 해."
3976,3,"평범한 꽃향이 싫은 사람도 좋아할 만한 향을 원해. 부드럽고 은은하면서 시간이 지나며 분위기가 변했으면 좋겠어."
49144,1,"겨울 밤 데이트나 클럽에서 쓸 강렬한 향을 찾고 있어. 달콤하고 매콤하면서 연기 같은 분위기도 있었으면 해."
49144,2,"회사보다는 밤 외출에 어울리는 진한 향이면 좋겠어. 따뜻한 단맛과 향신료, 스모키한 느낌이 함께 났으면 해."
49144,3,"추운 날 존재감 있게 쓸 향을 원해. 첫 향은 강렬하고 달콤하면서 뒤에는 매콤하고 그을린 느낌이 남으면 좋겠어."
