"perfume_id","sentence_no","sentence"
1681,2,"고전적이고 단정한 분위기의 향이면 좋겠어. 상쾌한 감귤로 시작해서 보송한 꽃향으로 이어졌으면 해."
1681,3,"남녀 모두 쓸 수 있지만 살짝 중후한 느낌이면 좋겠어. 깨끗한 비누 향과 가벼운 꽃향이 어우러졌으면 해."
756,1,"햇빛 좋은 날 어울리는 진짜 과일 같은 감귤 향을 찾고 있어. 레몬이 선명하면서 따뜻한 나무 느낌도 있었으면 해."
756,2,"기분 전환되는 상쾌한 향이면 좋겠어. 갓 자른 레몬처럼 생생하지만 너무 가볍지 않고 차분했으면 해."
756,3,"인공적인 사탕 향 말고 실제 감귤 껍질 같은 향을 원해. 맑고 반짝이는 느낌에 은은한 나무 향도 있었으면 좋겠어."
12109,1,"봄에 쓰기 좋은 여성스럽고 화사한 향을 찾고 있어. 장미와 은방울꽃이 맑게 느껴지고 전체적으로 깨끗했으면 해."
12109,2,"낮에 편하게 뿌릴 밝은 꽃향이면 좋겠어. 상큼한 과일 느낌과 부드러운 장미 향이 자연스럽게 섞였으면 해."
12109,3,"너무 달거나 진하지 않은 우아한 향을 원해. 봄꽃처럼 산뜻하고 깨끗하면서 여성스러운 분위기였으면 좋겠어."
284,1,"오후 정원을 걷는 것 같은 꽃향을 찾고 있어. 흰 꽃과 감귤 향이 풍성하고 시간이 지나며 향이 변했으면 좋겠어."
284,2,"요즘 흔한 향보다 고전적인 분위기의 향을 원해. 화사한 꽃향에 비누와 보송한 분 냄새가 살짝 느껴지면 좋겠어."
284,3,"조금 독특하고 우아한 꽃향이면 좋겠어. 밝은 감귤과 흰 꽃이 어우러지고 오래된 정원 같은 느낌을 원해."
25864,1,"달콤한 꽃향에 과일 느낌이 섞인 향을 찾고 있어. 신선하면서도 크림처럼 부드럽고 신비로운 분위기면 좋겠어."
25864,2,"깨끗하고 편하게 쓸 수 있지만 평범하진 않은 향이면 좋겠어. 달큰한 꽃향과 보송한 느낌이 함께 났으면 해."
25864,3,"화사한 과일꽃 향을 좋아하는데 너무 가볍진 않았으면 해. 따뜻하고 부드러우면서 은근히 몽환적이면 좋겠어."
2072,1,"귀엽고 여성스러운 디저트 같은 향을 찾고 있어. 따뜻하고 달콤하면서 데이트할 때 잘 어울렸으면 좋겠어."
2072,2,"장난스럽고 사랑스러운 분위기의 단향이면 좋겠어. 포근한 디저트 냄새처럼 달콤하지만 매력적이었으면 해."
2072,3,"차갑고 상쾌한 향보다 따뜻한 단향을 원해. 맛있는 간식이 떠오르면서 여성스럽고 발랄했으면 좋겠어."
3247,1,"여름에 마음이 편안해지는 깨끗한 향을 찾고 있어. 맑고 산뜻하면서 여성스럽고 차분한 분위기면 좋겠어."
3247,2,"복잡하거나 화려하지 않은 향이면 좋겠어. 갓 씻은 듯 깨끗하고 부드러우면서 편안한 느낌을 원해."
3247,3,"더운 날 조용하게 쓰기 좋은 향을 찾고 있어. 가볍고 청초하면서 향을 맡으면 기분이 차분해졌으면 좋겠어."
14694,1,"출근할 때 쓰기 좋은 부드러운 꽃향을 찾고 있어. 오렌지꽃과 작약이 화사하면서 깨끗하게 느껴지면 좋겠어."
14694,2,"매일 부담 없이 쓸 여성스러운 향이면 좋겠어. 은은한 꽃다발 느낌에 살짝 톡 쏘는 향이 섞였으면 해."
14694,3,"진한 꽃향보다 산뜻하고 단정한 향을 원해. 부드러운 오렌지꽃에 밝은 작약 느낌이 자연스럽게 어우러졌으면 좋겠어."
51499,1,"관능적이고 깊은 가죽 향을 찾고 있어. 꽃향이 섞여 우아하면서도 오래된 영화처럼 고전적인 분위기면 좋겠어."
51499,2,"데이트나 가까운 자리에서 인상적인 향을 원해. 부드러운 가죽과 짙은 꽃향이 겹치고 성숙한 느낌이면 좋겠어."
51499,3,"흔하지 않고 여러 단계로 변하는 향이면 좋겠어. 야성적인 가죽 향에 우아한 꽃향이 더해져 묘하게 섹시했으면 해."
47550,1,"샤워하고 집에서 편하게 뿌릴 향을 찾고 있어. 따뜻하고 포근하면서 기분 좋아지는 깨끗한 느낌이면 좋겠어."
47550,2,"집에서 쉬는 날 어울리는 편안한 향이면 좋겠어. 처음은 상쾌하고 시간이 지나면 따뜻하고 부드러워졌으면 해."
47550,3,"깔끔한 생활용품 같은 친숙한 향도 괜찮아. 씻고 나온 듯 산뜻하면서 뒤에는 포근한 온기가 남았으면 좋겠어."
4922,1,"달콤한 장미 향을 찾고 있는데 너무 무겁지 않았으면 해. 보송한 느낌과 은은한 향신료가 함께 나면 좋겠어."
4922,2,"이국적이면서도 우아한 꽃향이면 좋겠어. 부드러운 장미에 살짝 매콤한 느낌이 있고 전체적으로 밝았으면 해."
4922,3,"여성스럽지만 남자가 써도 어색하지 않은 장미 향을 원해. 달큰하고 가벼우면서 세련된 향신료 느낌도 있었으면 해."
15291,1,"깨끗하고 여성스러운 꽃향을 찾고 있어. 화장한 뒤의 보송한 분 냄새처럼 부드럽고 단정했으면 좋겠어."
15291,2,"순하고 우아한 분위기의 향이면 좋겠어. 은은한 꽃향에 갓 씻은 듯한 깨끗함과 보송한 느낌이 있었으면 해."
15291,3,"너무 화려하거나 섹시하지 않은 향을 원해. 청초한 꽃향과 부드러운 분 냄새가 자연스럽게 어우러졌으면 좋겠어."
1475,1,"가을겨울에 포근하게 쓸 달콤한 향을 찾고 있어. 크림처럼 부드럽고 따뜻하면서 살짝 이국적인 느낌이면 좋겠어."
1475,2,"추운 날 니트와 잘 어울리는 성숙한 단향이면 좋겠어. 달콤한 나무진과 크림 같은 부드러움이 있었으면 해."
1475,3,"흔한 디저트 향과는 다른 겨울 향을 원해. 따뜻하고 달달하지만 깊이가 있고 편안하게 감싸는 느낌이면 좋겠어."
11238,1,"가을에 따뜻하게 마시는 계피차 같은 향을 찾고 있어. 말린 과일의 단맛과 은은한 술 향이 함께 났으면 좋겠어."
11238,2,"남녀 모두 쓰기 좋은 포근한 가을 향이면 좋겠어. 달콤한 술과 계피, 말린 과일이 자연스럽게 어우러졌으면 해."
11238,3,"쌀쌀한 날 편안하게 느껴지는 단향을 원해. 따뜻한 차처럼 부드럽고 달큰하면서 살짝 술기운이 느껴지면 좋겠어."
72796,1,"회사에서도 쓸 수 있는 남성적인 과일 향을 찾고 있어. 과즙 느낌에 부드러운 나무 향이 더해져 차분했으면 좋겠어."
72796,2,"가볍기만 한 과일 향보다 묵직하고 크림 같은 향이면 좋겠어. 남성적인 분위기에 나무 느낌도 있었으면 해."
72796,3,"과일 향을 좋아하지만 너무 달거나 여성스럽진 않았으면 해. 부드럽고 진한 과일에 따뜻한 나무 향을 원해."
101351,1,"추운 날 밤이나 데이트에 어울리는 성숙한 향을 찾고 있어. 진한 술과 곡물 같은 고소한 향이 느껴지면 좋겠어."
101351,2,"달콤하지만 어린 느낌은 없는 겨울 향이면 좋겠어. 술기운과 엿기름 같은 구수함이 섞여 깊고 부드러웠으면 해."
101351,3,"밤에 쓰기 좋은 묵직하고 복잡한 향을 원해. 달큰한 술과 구운 곡물 느낌이 있고 시간이 지나며 부드러워졌으면 해."
45877,1,"덥고 습한 여름에 바닷바람 같은 향을 찾고 있어. 시원하고 깨끗하면서 회사에서도 부담 없이 쓸 수 있으면 좋겠어."
45877,2,"바다 근처에 온 것처럼 상쾌한 향이면 좋겠어. 한여름에도 답답하지 않고 깔끔하고 현대적인 분위기를 원해."
45877,3,"여름 데일리로 쓸 시원한 향을 찾고 있어. 짠 바닷바람과 맑은 공기 같은 느낌이 자연스럽게 났으면 좋겠어."
22477,1,"비 온 뒤 소나무 숲에 들어간 것 같은 향을 찾고 있어. 솔잎과 풀 냄새에 딸기 같은 단맛이 살짝 있었으면 해."
22477,2,"실제 숲처럼 생생한 향이면 좋겠어. 젖은 소나무와 허브 느낌이 중심이고 붉은 과일의 달콤함이 섞였으면 해."
22477,3,"어릴 때 산에서 놀던 기억이 떠오르는 향을 원해. 푸른 소나무 냄새에 새콤달콤한 딸기가 은근히 느껴지면 좋겠어."
44122,1,"한여름에 시원하게 쓸 향을 찾고 있어. 민트와 풀잎 냄새로 시작해서 숲과 바다가 함께 떠오르면 좋겠어."
44122,2,"깔끔하고 세련된 남성적인 여름 향이면 좋겠어. 갓 면도한 뒤처럼 산뜻하면서 자연스러운 허브 향을 원해."
44122,3,"더운 날 답답하지 않은 자연스러운 향을 찾고 있어. 시원한 민트와 풀, 바닷바람 같은 느낌이 함께 났으면 좋겠어."
1673,1,"비 오는 날 잘 어울리는 남성적인 향을 찾고 있어. 후추처럼 알싸한 향과 젖은 나무 느낌이 함께 나면 좋겠어."
1673,2,"봄이나 가을에 쓸 독특한 나무 향이면 좋겠어. 가벼운 감귤로 시작해서 매콤한 나무 향으로 이어졌으면 해."
1673,3,"포근하지만 평범하지 않은 남자 향을 원해. 은은한 상큼함에 후추와 나무 냄새가 섞여 기억에 남았으면 좋겠어."
