perfume_id,sentence_no,sentence
3247,1,향긋한 허브와 나무 향이 강하고 장미가 은은하게 섞였으면 좋겠어. 갓 뜯은 풀잎 같은 느낌도 있었으면 해.
3247,2,숲과 허브 정원을 걷는 듯한 향을 찾고 있어. 초록 잎 냄새가 선명하고 장미 향이 살짝 더해지면 좋겠어.
3247,3,달지 않고 자연스러운 향이면 좋겠어. 나무와 약초 같은 향이 중심이고 싱그러운 풀과 장미도 같이 느껴지면 해.
14694,1,하얀 꽃 향이 진하면서 포근한 살냄새가 많이 났으면 좋겠어. 장미와 은은한 향신료 느낌도 함께 있으면 해.
14694,2,깨끗하고 부드러운 꽃향을 찾고 있어. 흰 꽃이 중심이고 피부에 자연스럽게 붙는 포근함과 장미도 원해.
14694,3,화사한 꽃다발 같은데 너무 가볍지는 않았으면 좋겠어. 부드러운 체취 느낌과 살짝 매콤한 장미 향도 있으면 해.
51499,1,가죽 냄새가 진하고 보송한 분 향이 같이 났으면 좋겠어. 그을린 나무와 포근한 살냄새도 은근하게 원해.
51499,2,오래된 가죽 가방 같은 묵직한 향을 찾고 있어. 연기 냄새와 나무 향이 섞이고 부드럽게 마무리되면 좋겠어.
51499,3,가죽 향이 중심인데 거칠기만 하지는 않았으면 해. 탄 나무 느낌과 화장품 분 같은 포근함도 같이 있었으면 좋겠어.
47550,1,레몬처럼 상큼한 향이 강하고 나무 냄새도 또렷했으면 좋겠어. 살짝 알싸하면서 따뜻한 느낌도 있으면 해.
47550,2,산뜻한 감귤과 차분한 숲 향이 같이 나는 향을 찾고 있어. 너무 가볍지 않게 은은한 매콤함도 원해.
47550,3,첫 향은 밝고 상큼한데 시간이 지나면 나무 향이 깊어졌으면 좋겠어. 톡 쏘는 느낌도 살짝 있으면 해.
4922,1,달콤한 향이 강하고 장미 냄새도 진하게 느껴졌으면 좋겠어. 부드러운 향신료와 다른 꽃 향도 같이 있으면 해.
4922,2,장미에 설탕을 뿌린 듯한 달달한 꽃향을 찾고 있어. 너무 단조롭지 않게 은은한 매콤함도 있었으면 좋겠어.
4922,3,화사하면서 달콤한 향이면 좋겠어. 장미가 중심이고 하얀 꽃 향과 부드러운 향신료 느낌도 같이 원해.
15291,1,나무 향이 진하고 달콤한 과일과 바닐라가 같이 느껴졌으면 좋겠어. 하얀 꽃 향도 은은하게 섞이면 해.
15291,2,숲의 나무 냄새가 중심인데 부드러운 바닐라와 과일 향이 더해졌으면 좋겠어. 너무 묵직하지만은 않았으면 해.
15291,3,차분한 나무 향에 달달한 과일과 크림 같은 단향이 섞였으면 좋겠어. 뒤에는 흰 꽃 향도 살짝 남으면 해.
1475,1,따뜻하고 포근한 향에 바닐라가 진하게 느껴졌으면 좋겠어. 라벤더와 보송한 분 향도 함께 있었으면 해.
1475,2,"겨울에 쓰기 좋은 부드러운 향을 찾고 있어. 달콤한 바닐라와 은은한 향신료, 차분한 꽃 향이 같이 나면 좋아."
1475,3,따뜻한 단향이 중심이지만 너무 디저트 같지는 않았으면 해. 라벤더와 파우더 같은 포근함도 같이 원해.
11238,1,계피처럼 따뜻하고 매콤한 향이 강하면서 달콤했으면 좋겠어. 바닐라의 포근함과 깊은 단향도 같이 원해.
11238,2,겨울 디저트를 떠올리게 하는 향을 찾고 있어. 계피와 바닐라가 진하고 달달하면서 묵직한 느낌이면 좋겠어.
11238,3,따뜻한 향신료와 설탕 같은 단향이 확실했으면 좋겠어. 계피가 선명하고 부드러운 바닐라도 같이 느껴지면 해.
72796,1,나무 향이 진하고 야성적인 가죽 냄새가 느껴졌으면 좋겠어. 감귤의 상큼함과 따뜻한 향신료도 같이 원해.
72796,2,거칠고 묵직한 숲 향을 찾고 있어. 가죽과 동물적인 체취가 있고 처음에는 상큼한 감귤 향이 나면 좋겠어.
72796,3,자연스럽고 강한 분위기의 향이면 좋겠어. 나무와 가죽 냄새가 중심이고 따뜻한 매콤함도 함께 있었으면 해.
101351,1,나무 향이 강하고 위스키 같은 술 향이 진하게 느껴졌으면 좋겠어. 따뜻한 향신료와 바닐라도 살짝 원해.
101351,2,나무통에 숙성한 술을 떠올리게 하는 향을 찾고 있어. 묵직하고 따뜻하면서 은은한 과일 단향도 있으면 좋겠어.
101351,3,술집의 나무 바와 위스키 같은 깊은 향이면 좋겠어. 살짝 매콤하고 끝에는 부드러운 바닐라가 남았으면 해.
45877,1,나무 향이 진하면서 레몬 같은 상큼함이 있었으면 좋겠어. 바닷바람처럼 시원하고 향긋한 허브 느낌도 원해.
45877,2,숲과 바다를 같이 떠올리게 하는 향을 찾고 있어. 나무 냄새가 중심이고 감귤과 짭짤한 바람 느낌이 있으면 해.
45877,3,차분한 나무 향인데 답답하지 않았으면 좋겠어. 상큼한 과일과 바다 공기 같은 시원함도 함께 느껴지면 해.
22477,1,나무 향이 진하고 솔잎 같은 숲 냄새가 났으면 좋겠어. 향긋한 허브와 은은한 과일 단향도 같이 있으면 해.
22477,2,침엽수 숲을 걷는 듯한 향을 찾고 있어. 나무와 솔잎 냄새가 중심이고 살짝 달콤한 과일 느낌도 원해.
22477,3,자연스럽고 차분한 숲 향이면 좋겠어. 향긋한 나무 냄새가 강하고 풀과 과일의 은근한 달콤함도 있었으면 해.
44122,1,나무와 허브 향이 진하고 라벤더도 선명했으면 좋겠어. 살짝 알싸하면서 감초 같은 독특한 단향도 있으면 해.
44122,2,차분한 숲 향에 라벤더와 향긋한 약초 느낌이 섞였으면 좋겠어. 톡 쏘는 향신료 느낌도 조금 원해.
44122,3,나무 냄새가 중심이고 허브 향이 풍성했으면 좋겠어. 라벤더와 달큰한 감초 같은 향도 은은하게 느껴지면 해.
1673,1,레몬 같은 상큼함과 톡 쏘는 향신료 느낌이 강했으면 좋겠어. 나무 향도 진하고 전체적으로 산뜻하면 해.
1673,2,상쾌하고 알싸한 향을 찾고 있어. 감귤 향이 확실하고 숲의 나무 냄새가 깊게 받쳐주면 좋겠어.
1673,3,처음에는 시원한 감귤과 매콤함이 확 느껴졌으면 좋겠어. 뒤에는 나무 향이 남고 너무 달지는 않았으면 해.
