source,source_rank,ranking_basis,ranking_period,source_product_id,brand_raw,product_name_raw,product_url,price_raw,collected_at,source_file,har_entry_index,cleaning_status,option_type,cleaning_rule,cleaning_reason,option_basis,option_reason,prior_review_context,audit_raw_csv_line,second_pass_status,second_pass_basis,second_pass_reason,local_evidence_refs,audit_evidence_json,manual_check_reason,manual_check_question
musinsa,63,판매수량순,3개월,4727979,에스더블유나인틴,오 드 퍼퓸 12ml+12ml 세트,https://www.musinsa.com/products/4727979,78000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,UNKNOWN,option_unknown,옵션 유형 혼합 또는 옵션 대응 근거 부족,snapshot_option_review,두 개 묶음이지만 같은 향인지 서로 다른 향 선택인지 미확인,,64,MANUAL_CHECK,product_page_required,택1/N종/묶음 표기는 있으나 향·용량·구성 중 무엇을 선택하는지 확정할 수 없다.,,"{""planning_set"": [""세트""], ""concentration_EDP"": [""오 드 퍼퓸""]}",택1/N종/묶음 표기는 있으나 향·용량·구성 중 무엇을 선택하는지 확정할 수 없다.,"상세 옵션명이 향, 용량, 단품/기획 중 무엇이며 모든 옵션에서 동일한 향수 정체성이 유지되는가?"
musinsa,66,판매수량순,3개월,6310017,포엘리에,Y존향수 이너퍼퓸 5ml 택1,https://www.musinsa.com/products/6310017,15900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,UNKNOWN,option_unknown,옵션 유형 혼합 또는 옵션 대응 근거 부족,unresolved_option,선택/N종 표기는 있으나 향·용량·구성의 대응 근거 부족,,67,EXCLUDE_NON_PERFUME,unknown_option_but_all_non_perfume,옵션의 세부 유형과 무관하게 주상품이 고체향수·이너퍼퓸·바디스프레이로 명확하다.,,"{""intimate_mention"": [""Y존"", ""이너퍼퓸""], ""explicit_option"": [""택1""]}",,
musinsa,67,판매수량순,3개월,6282382,메르디센트,무드 퍼퓸 스프레이 300ml,https://www.musinsa.com/products/6282382,39000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,NONE,unclear_use,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,68,MANUAL_CHECK,product_page_required,퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,,{},퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,"사용 부위가 피부인가, 공간/섬유인가? 제품 제형이 일반 액상 향수에 해당하는가?"
musinsa,70,판매수량순,3개월,4570024,조마드,블루밍 나잇 50ml,https://www.musinsa.com/products/4570024,39000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,71,MANUAL_CHECK,product_page_required,제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,,{},제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,상품 유형과 사용 부위는 무엇이며 EDP/EDT/Parfum 등 일반 액상 향수인가?
musinsa,74,판매수량순,3개월,3695028,어나더 오피스,A/O. Multi Fragrance (LATHER),https://www.musinsa.com/products/3695028,28000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,NONE,unclear_use,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,75,MANUAL_CHECK,product_page_required,퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,,{},퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,"사용 부위가 피부인가, 공간/섬유인가? 제품 제형이 일반 액상 향수에 해당하는가?"
musinsa,85,판매수량순,3개월,6282384,메르디센트,무드 퍼퓸 스프레이 100ml,https://www.musinsa.com/products/6282384,25000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,NONE,unclear_use,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,86,MANUAL_CHECK,product_page_required,퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,,{},퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,"사용 부위가 피부인가, 공간/섬유인가? 제품 제형이 일반 액상 향수에 해당하는가?"
musinsa,104,판매수량순,3개월,2417243,노디자인,향기에 집중한 향수 / 퍼퓸 30ml,https://www.musinsa.com/products/2417243,15750,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,NONE,identity_unclear,향기에 집중한 향수라는 일반 문구만 있고 개별 향 미식별,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,105,MANUAL_CHECK,product_page_required,상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,,{},상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,"정확한 향수명과 농도는 무엇이며, 한 상품 ID에 서로 다른 향 선택이 포함되는가?"
musinsa,106,판매수량순,3개월,6945534,로이비,[2 PACK] 오 드 퍼퓸 롤온 7.5ml,https://www.musinsa.com/products/6945534,24000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,UNKNOWN,option_unknown,옵션 유형 혼합 또는 옵션 대응 근거 부족,snapshot_option_review,두 개 묶음이지만 같은 향인지 서로 다른 향 선택인지 미확인,,107,MANUAL_CHECK,product_page_required,택1/N종/묶음 표기는 있으나 향·용량·구성 중 무엇을 선택하는지 확정할 수 없다.,,"{""oil_rollon_mention"": [""롤온""], ""planning_set"": [""PACK""], ""concentration_EDP"": [""오 드 퍼퓸""]}",택1/N종/묶음 표기는 있으나 향·용량·구성 중 무엇을 선택하는지 확정할 수 없다.,"상세 옵션명이 향, 용량, 단품/기획 중 무엇이며 모든 옵션에서 동일한 향수 정체성이 유지되는가?"
musinsa,116,판매수량순,3개월,6481855,취,오드퍼퓸 10ml 미니 향수,https://www.musinsa.com/products/6481855,26100,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,REVIEW,NONE,identity_unclear,오드퍼퓸 미니 향수만 표기되어 개별 향 미식별; sample로 단정하지 않음,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,117,MANUAL_CHECK,product_page_required,상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,,"{""concentration_EDP"": [""오드퍼퓸""]}",상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,"정확한 향수명과 농도는 무엇이며, 한 상품 ID에 서로 다른 향 선택이 포함되는가?"
musinsa,122,판매수량순,3개월,6460506,메르디센트,무드 퍼퓸 스프레이 리필액 300ml,https://www.musinsa.com/products/6460506,31000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,unclear_use,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,123,MANUAL_CHECK,product_page_required,퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,,"{""refill_mention"": [""리필""]}",퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,"사용 부위가 피부인가, 공간/섬유인가? 제품 제형이 일반 액상 향수에 해당하는가?"
musinsa,126,판매수량순,3개월,4108748,어나더 오피스,A/O. Multi Fragrance (Pyunbaek),https://www.musinsa.com/products/4108748,32000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,unclear_use,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,스프레이/멀티 프래그런스/미스트만으로 인체용 또는 공간용 판별 불가,127,MANUAL_CHECK,product_page_required,퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,,{},퍼퓸 스프레이·멀티 프래그런스·미스트만으로 인체용 일반 향수인지 공간/섬유용인지 구별할 수 없다.,"사용 부위가 피부인가, 공간/섬유인가? 제품 제형이 일반 액상 향수에 해당하는가?"
musinsa,127,판매수량순,3개월,6239517,취,오드퍼퓸 50ml,https://www.musinsa.com/products/6239517,75000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,identity_unclear,오드퍼퓸 50ml만 표기되어 개별 향 미식별,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,128,MANUAL_CHECK,product_page_required,상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,,"{""concentration_EDP"": [""오드퍼퓸""]}",상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,"정확한 향수명과 농도는 무엇이며, 한 상품 ID에 서로 다른 향 선택이 포함되는가?"
musinsa,132,판매수량순,3개월,6257932,플르부아,오 드 퍼퓸 50mL,https://www.musinsa.com/products/6257932,57600,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,identity_unclear,오 드 퍼퓸 50ml만 표기되어 개별 향 미식별,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,133,MANUAL_CHECK,product_page_required,상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,,"{""concentration_EDP"": [""오 드 퍼퓸""]}",상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,"정확한 향수명과 농도는 무엇이며, 한 상품 ID에 서로 다른 향 선택이 포함되는가?"
musinsa,142,판매수량순,3개월,6292056,골드필드 앤 뱅크스,퍼시픽 락 모스 10ml,https://www.musinsa.com/products/6292056,54000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,143,MANUAL_CHECK,product_page_required,제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,,{},제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,상품 유형과 사용 부위는 무엇이며 EDP/EDT/Parfum 등 일반 액상 향수인가?
musinsa,152,판매수량순,3개월,6210281,레르드사봉,스파클링 딜라이트 50ml,https://www.musinsa.com/products/6210281,32400,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,153,MANUAL_CHECK,product_page_required,제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,,{},제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,상품 유형과 사용 부위는 무엇이며 EDP/EDT/Parfum 등 일반 액상 향수인가?
musinsa,165,판매수량순,3개월,5690889,센티카,시그니처 퍼퓸 15ml,https://www.musinsa.com/products/5690889,33250,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,identity_unclear,시그니처 퍼퓸만 표기; 같은 브랜드 125위에는 플레르 에끌로라는 향 이름 존재,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,166,MANUAL_CHECK,product_page_required,상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,,{},상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,"정확한 향수명과 농도는 무엇이며, 한 상품 ID에 서로 다른 향 선택이 포함되는가?"
musinsa,179,판매수량순,3개월,2657732,이스뜨와 드 퍼퓸,1725 카사노바 60ml,https://www.musinsa.com/products/2657732,229000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,180,MANUAL_CHECK,product_page_required,제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,,{},제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,상품 유형과 사용 부위는 무엇이며 EDP/EDT/Parfum 등 일반 액상 향수인가?
musinsa,189,판매수량순,3개월,6095042,아뜰리에페이,아뜰리에페이 마이스킨벗베터 30ml,https://www.musinsa.com/products/6095042,46900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,190,KEEP,cross_source_product_type,같은 브랜드·근사 동일 상품명이 올리브영에서 퍼퓸 30ml로 확인된다. 철자 차이는 원문 그대로 둔다.,oliveyoung:56,{},,
musinsa,199,판매수량순,3개월,6012519,에틀리에,오 드 퍼퓸 30ml/10ml (18종 택1),https://www.musinsa.com/products/6012519,17900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,REVIEW,MIXED,option_mixed,옵션 유형 혼합 또는 옵션 대응 근거 부족,snapshot_option_review,30ml/10ml 용량 선택과 18종 향수 선택이 함께 있음,,200,EXCLUDE_SCENT_OPTION,mixed_contains_scent_selection,용량/농도 옵션도 있지만 한 판매순위에 여러 향수 선택이 포함되어 개별 향수 순위로 배분할 수 없다.,,"{""explicit_option"": [""택1""], ""concentration_EDP"": [""오 드 퍼퓸""], ""main_count_options"": [""18종""]}",,
musinsa,200,판매수량순,3개월,6095164,아뜰리에페이,데이 오프 30ml,https://www.musinsa.com/products/6095164,44900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,201,KEEP,cross_source_product_type,같은 브랜드·상품명·30ml가 올리브영에서 퍼퓸으로 확인된다.,oliveyoung:29,{},,
musinsa,202,판매수량순,3개월,3146377,아뜰리에페이,아뜰리에페이 오스만투스 러브 30ml,https://www.musinsa.com/products/3146377,44900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,203,MANUAL_CHECK,product_page_required,제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,,{},제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,상품 유형과 사용 부위는 무엇이며 EDP/EDT/Parfum 등 일반 액상 향수인가?
musinsa,209,판매수량순,3개월,3620385,아로,아이리스 솝 50ml,https://www.musinsa.com/products/3620385,65000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,210,MANUAL_CHECK,product_page_required,제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,,{},제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,상품 유형과 사용 부위는 무엇이며 EDP/EDT/Parfum 등 일반 액상 향수인가?
musinsa,211,판매수량순,3개월,3822886,데메테르,어스 리프레싱 오 파퓨메 벨머스크 1753 30ml,https://www.musinsa.com/products/3822886,36000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,REVIEW,NONE,product_type_unconfirmed,용량/이름만 있고 인체용 향수 표현이 없어 로컬 상품명만으로 용도 확정 불가,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,212,MANUAL_CHECK,product_page_required,제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,,{},제품명과 용량만으로 일반 액상 향수임을 확인할 수 없고 같은 상품의 로컬 보강 근거도 없다.,상품 유형과 사용 부위는 무엇이며 EDP/EDT/Parfum 등 일반 액상 향수인가?
musinsa,220,판매수량순,3개월,6257934,플르부아,더 블룸 컬렉션 오 드 퍼퓸 30mL,https://www.musinsa.com/products/6257934,38700,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,REVIEW,NONE,identity_unclear,더 블룸 컬렉션만 표기되어 단일 향 또는 컬렉션 선택 여부 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,221,MANUAL_CHECK,product_page_required,상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,,"{""concentration_EDP"": [""오 드 퍼퓸""]}",상품명에 개별 향수명 또는 판매 옵션별 향수명이 부족하다.,"정확한 향수명과 농도는 무엇이며, 한 상품 ID에 서로 다른 향 선택이 포함되는가?"
