source,source_rank,ranking_basis,ranking_period,source_product_id,brand_raw,product_name_raw,product_url,price_raw,collected_at,source_file,har_entry_index,cleaning_status,option_type,cleaning_rule,cleaning_reason,option_basis,option_reason,prior_review_context,audit_raw_csv_line,effective_cleaning_status,effective_status_basis
musinsa,14,판매수량순,3개월,3122081,메종 마르지엘라 퍼퓸,레플리카 레이지 선데이 모닝 EDT 10ML,https://www.musinsa.com/products/3122081,42750,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,15,KEEP,first_pass_KEEP
musinsa,15,판매수량순,3개월,2959415,에스더블유나인틴,SW19 Midnight 오 드 퍼퓸 50ml,https://www.musinsa.com/products/2959415,119000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,16,KEEP,first_pass_KEEP
musinsa,16,판매수량순,3개월,3082569,유쏘풀,세인트모리츠 니치향수,https://www.musinsa.com/products/3082569,63000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,17,KEEP,first_pass_KEEP
musinsa,18,판매수량순,3개월,1284603,엘리자베스아덴,그린티 센트 스프레이 EDC 100ml +향수 공병 증정,https://www.musinsa.com/products/1284603,26300,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,19,KEEP,first_pass_KEEP
musinsa,19,판매수량순,3개월,5800293,뉴뉴,샤를33 네놀리 오드퍼퓸,https://www.musinsa.com/products/5800293,45000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,20,KEEP,first_pass_KEEP
musinsa,20,판매수량순,3개월,4388017,무신사 스탠다드 뷰티,무신사 스탠다드 코코모 EDP 50ml,https://www.musinsa.com/products/4388017,39900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,21,KEEP,first_pass_KEEP
musinsa,21,판매수량순,3개월,4442601,비비앙,[태산 PICK] 월넛크릭그린 오 드 퍼퓸 EDP 10ml,https://www.musinsa.com/products/4442601,45900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,22,KEEP,first_pass_KEEP
musinsa,23,판매수량순,3개월,5357868,무신사 스탠다드 뷰티,무신사 스탠다드 미드나잇 램블러 EDP 50ml,https://www.musinsa.com/products/5357868,39900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,24,KEEP,first_pass_KEEP
musinsa,25,판매수량순,3개월,5800302,뉴뉴,샤인30 오드퍼퓸,https://www.musinsa.com/products/5800302,45000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,26,KEEP,first_pass_KEEP
musinsa,27,판매수량순,3개월,2027859,메종 마르지엘라 퍼퓸,레플리카 레이지 선데이 모닝 EDT 30ML,https://www.musinsa.com/products/2027859,122550,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,28,KEEP,first_pass_KEEP
musinsa,28,판매수량순,3개월,4525980,리베르,[김켄지 PICK] [첫눈 향수] 오 드 퍼퓸 스노우 사이 30ML Snow Sai,https://www.musinsa.com/products/4525980,45150,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,29,KEEP,first_pass_KEEP
musinsa,29,판매수량순,3개월,3850836,로이비,오 드 퍼퓸 롤온 베르가못 앤 화이트 로즈 7.5ml,https://www.musinsa.com/products/3850836,21600,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,30,KEEP,first_pass_KEEP
musinsa,30,판매수량순,3개월,6880607,질스튜어트 뷰티,"화이트 플로럴 오 드 뚜왈렛 50ml(+화이트 플로럴 샴푸 42,000상당)",https://www.musinsa.com/products/6880607,43200,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,31,KEEP,first_pass_KEEP
musinsa,32,판매수량순,3개월,6211276,투데이이즈,인유어메모리 오드 퍼퓸 50ml,https://www.musinsa.com/products/6211276,62100,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,33,KEEP,first_pass_KEEP
musinsa,33,판매수량순,3개월,4146844,누다라,시그니처 퍼퓸 오키탈 30ML,https://www.musinsa.com/products/4146844,52000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,34,KEEP,first_pass_KEEP
musinsa,34,판매수량순,3개월,2027860,메종 마르지엘라 퍼퓸,레플리카 레이지 선데이 모닝 EDT 100ML,https://www.musinsa.com/products/2027860,228000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,35,KEEP,first_pass_KEEP
musinsa,35,판매수량순,3개월,3920147,베르사체 퍼퓸,브라이트 크리스탈 EDT 30ML + 베르사체 향수샘플 (쇼핑백증정)],https://www.musinsa.com/products/3920147,44180,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,36,KEEP,first_pass_KEEP
musinsa,37,판매수량순,3개월,3122050,메종 마르지엘라 퍼퓸,레플리카 재즈 클럽 EDT 10ML,https://www.musinsa.com/products/3122050,42750,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,38,KEEP,first_pass_KEEP
musinsa,39,판매수량순,3개월,2027861,메종 마르지엘라 퍼퓸,레플리카 재즈 클럽 EDT 30ML,https://www.musinsa.com/products/2027861,122550,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,40,KEEP,first_pass_KEEP
musinsa,40,판매수량순,3개월,4633803,에스더블유나인틴,SW19 Midnight 오 드 퍼퓸 12ml,https://www.musinsa.com/products/4633803,39000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,41,KEEP,first_pass_KEEP
musinsa,42,판매수량순,3개월,1910209,존바바토스,아티산 EDT 75ML,https://www.musinsa.com/products/1910209,65400,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,43,KEEP,first_pass_KEEP
musinsa,44,판매수량순,3개월,4146833,누다라,시그니처 퍼퓸 우드마벨 30ML,https://www.musinsa.com/products/4146833,52000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,45,KEEP,first_pass_KEEP
musinsa,45,판매수량순,3개월,5115500,센녹,퍼퓸 애프터배스 50ml,https://www.musinsa.com/products/5115500,76000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,46,KEEP,first_pass_KEEP
musinsa,47,판매수량순,3개월,5115518,센녹,퍼퓸 솝클린솝 50ml,https://www.musinsa.com/products/5115518,82000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,48,KEEP,first_pass_KEEP
musinsa,48,판매수량순,3개월,4771019,클린,클리어 애플 블로썸 EDP 30ML,https://www.musinsa.com/products/4771019,35750,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,49,KEEP,first_pass_KEEP
musinsa,49,판매수량순,3개월,1910208,존바바토스,아티산 EDT 125ML,https://www.musinsa.com/products/1910208,89400,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,50,KEEP,first_pass_KEEP
musinsa,51,판매수량순,3개월,4570466,시머스,미드나잇 파크 EDP 50ml,https://www.musinsa.com/products/4570466,89700,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,52,KEEP,first_pass_KEEP
musinsa,53,판매수량순,3개월,4425165,비비앙,[이한 PICK] 뉴욕인틸리 오 드 퍼퓸 EDP 50ml,https://www.musinsa.com/products/4425165,91900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,54,KEEP,first_pass_KEEP
musinsa,54,판매수량순,3개월,2027862,메종 마르지엘라 퍼퓸,레플리카 재즈 클럽 EDT 100ML,https://www.musinsa.com/products/2027862,228000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,55,KEEP,first_pass_KEEP
musinsa,55,판매수량순,3개월,3850821,로이비,오 드 퍼퓸 롤온 피오니 앤 화이트 머스크 7.5ml,https://www.musinsa.com/products/3850821,21600,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,56,KEEP,first_pass_KEEP
musinsa,56,판매수량순,3개월,5723973,센틀리에,오 드 퍼퓸 오렌지블라썸 토스카나 10ml,https://www.musinsa.com/products/5723973,24000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,57,KEEP,first_pass_KEEP
musinsa,58,판매수량순,3개월,3388734,에따 리브르 도랑쥬,유 오어 썸원 라이크 유 EDP 30ml,https://www.musinsa.com/products/3388734,110000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,59,KEEP,first_pass_KEEP
musinsa,60,판매수량순,3개월,5823330,알보우,도쿄 피그 오드퍼퓸 향수 30ML,https://www.musinsa.com/products/5823330,68000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,0,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,61,KEEP,first_pass_KEEP
musinsa,62,판매수량순,3개월,5524898,아비브,오 드 퍼퓸 타입 N 50ml(+쇼핑백 증정),https://www.musinsa.com/products/5524898,52800,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,63,KEEP,first_pass_KEEP
musinsa,64,판매수량순,3개월,2249394,포맨트,시그니처 퍼퓸 코튼 디어 나잇 50ml,https://www.musinsa.com/products/2249394,51460,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,65,KEEP,first_pass_KEEP
musinsa,68,판매수량순,3개월,2246800,클린,퓨어솝 EDP 60ML,https://www.musinsa.com/products/2246800,57750,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,69,KEEP,first_pass_KEEP
musinsa,71,판매수량순,3개월,1997946,몽블랑 퍼퓸,익스플로러 EDP 100ML,https://www.musinsa.com/products/1997946,160000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,72,KEEP,first_pass_KEEP
musinsa,73,판매수량순,3개월,2246802,클린,퓨어솝 EDP 30ML,https://www.musinsa.com/products/2246802,35750,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,74,KEEP,first_pass_KEEP
musinsa,75,판매수량순,3개월,6192807,플르부아,오 드 퍼퓸 EDP 히노끼 레더 50mL,https://www.musinsa.com/products/6192807,44800,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,76,KEEP,first_pass_KEEP
musinsa,76,판매수량순,3개월,3082576,유쏘풀,베리섹시 니치향수,https://www.musinsa.com/products/3082576,63000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,77,KEEP,first_pass_KEEP
musinsa,78,판매수량순,3개월,4265625,세이리,오스만투스 엑스트레 드 퍼퓸 50mL,https://www.musinsa.com/products/4265625,49000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,79,KEEP,first_pass_KEEP
musinsa,82,판매수량순,3개월,5115486,센녹,퍼퓸 슬로우셉템버 50ml,https://www.musinsa.com/products/5115486,76000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,83,KEEP,first_pass_KEEP
musinsa,83,판매수량순,3개월,6363686,비비앙,구름 오 드 퍼퓸 EDP 50ml,https://www.musinsa.com/products/6363686,91900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,84,KEEP,first_pass_KEEP
musinsa,84,판매수량순,3개월,6211036,투데이이즈,인마이메모리 오드 퍼퓸 50ml,https://www.musinsa.com/products/6211036,62100,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,KEEP,NONE,named_perfume,"본품 향수 표현과 개별 상품명 확인; 고정 증정품 허용, 용량/농도 원문 유지",no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,,85,KEEP,first_pass_KEEP
