commercial_identity_id,canonical_brand,fragrance_name_normalized,concentration,product_form,candidate_family_id,has_purchase_signal,has_hwahae_signal,best_hwahae_rank,purchase_overlap_status,purchase_overlap_basis,matched_purchase_commercial_identity_id,member_count,purchase_member_count,hwahae_member_count,member_refs,fragrantica_match_attempted,fragrantica_match_status,fragrantica_id,fragrantica_match_basis,fragrantica_candidate_ids,fragrantica_match_score,fragrantica_candidate_names,fragrantica_match_margin,best_musinsa_rank,best_oliveyoung_rank,best_lotte_rank,fragrantica_verification_refusal
ci_aeb57afd9726,시머스,미드나잇 파크,EDP,LIQUID_PERFUME,cf_c3d225902b07,True,False,,,,,2,2,0,musinsa:51|oliveyoung:249,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,51.0,249.0,,
ci_46238ae10e19,Vivienne Westwood,이한 뉴욕인틸리,EDP,LIQUID_PERFUME,cf_8148bc86c0f8,True,False,,,,,2,2,0,musinsa:53|musinsa:227,True,NO_MATCH,,compatible candidate not found,9989|1534|21770|1533|1535,0.5,Naughty Alice|Let It Rock|Mon Boudoir|Boudoir Sin Garden|Libertine,0.1,53.0,,,
ci_93e27964ca8b,LOIVIE,피오니 앤 화이트 머스크,EDP,ROLL_ON,cf_f2c62cb15eb0,True,False,,,,,1,1,0,musinsa:55,True,NO_MATCH,,compatible candidate not found,95644,0.666667,Peony & White Musk Eau de Parfum Roll On,0.666667,55.0,,,
ci_037e2669dbac,센틀리에,오렌지블라썸 토스카나,EDP,LIQUID_PERFUME,cf_eab09c0afe5c,True,False,,,,,3,3,0,musinsa:56|musinsa:163|oliveyoung:341,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,56.0,341.0,,
ci_d3072c84a2f6,Etat Libre d'Orange,유 오어 썸원 라이크 유,EDP,LIQUID_PERFUME,cf_8f7e15ef5da1,True,False,,,,,3,3,0,musinsa:58|musinsa:229|musinsa:241,True,MATCH,43531.0,brand exact/explicit alias; name exact score=1.000 margin=0.412; no conflicting concentration record; form compatible; llm reconstructed name exact,43531|54453|4518|61989|56994,1.0,You Or Someone Like You|Experimentum Crucis|Jasmin et Cigarette|Soul Of My Soul|She Was An Anomaly,0.411765,58.0,,,
ci_f1be476fac30,포뷰트,시그니처 애프터 선셋 남자,PARFUM_UNSPECIFIED,HAIR_FRAGRANCE,cf_89829c324625,True,False,,,,,1,1,0,musinsa:59,True,NO_MATCH,,compatible candidate not found,,,,,59.0,,,
ci_f5761360f432,RboW,도쿄 피그,EDP,LIQUID_PERFUME,cf_8e76e2f7b45c,True,False,,,,,1,1,0,musinsa:60,True,MATCH,123059.0,brand exact/explicit alias; name exact score=1.000 margin=0.368; no conflicting concentration record; form compatible; llm reconstructed name exact,123059|123058|94904|94905|94906,1.0,Tokyo Fig|Tokyo Stripe|Case Study #3 O.A.C|Case Study #4 Black Wood|Case Study #8 Lights on Objet,0.368421,60.0,,,
ci_db35ae58fb2c,아비브,타입 N,EDP,LIQUID_PERFUME,cf_d01d069f1af4,True,False,,,,,1,1,0,musinsa:62,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,62.0,,,
ci_9393b93d0ce6,Forment,시그니처 코튼 디어 나잇,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_5f86d7db7692,True,False,,,,,1,1,0,musinsa:64,True,NO_MATCH,,compatible candidate not found,123203|75979|123202,0.444444,Cotton Memory|Cotton Hug|Cotton Kiss,0.020202,64.0,,,
ci_e4de5fac0d9b,Clean,퓨어솝,EDP,LIQUID_PERFUME,cf_1e505cfd7d5e,True,True,62.0,MATCH,brand_exact + identity_exact + EDP_exact,ci_e4de5fac0d9b,3,2,1,musinsa:68|musinsa:73|hwahae:62,True,MATCH,68416.0,brand exact/explicit alias; name exact score=1.000 margin=0.333; no conflicting concentration record; form compatible; llm reconstructed name exact,68416|5899|12037|131711|106120,1.0,Pure Soap|Clean Simply Soap|Summer Escape|Pool Daze|Tropical Escape,0.333333,68.0,,,
ci_4f0e24e2b0ec,Addct,네이키드 30mlX2,PARFUM_UNSPECIFIED,SOLID_FRAGRANCE,cf_fd89150ab75c,True,False,,,,,1,1,0,musinsa:69,True,NO_MATCH,,compatible candidate not found,,,,,69.0,,,
ci_5b7152a05a88,Montblanc,익스플로러,EDP,LIQUID_PERFUME,cf_50d5e8ecea17,True,True,97.0,MATCH,brand_alias + identity_exact + EDP_exact,ci_5b7152a05a88,7,6,1,musinsa:71|musinsa:131|musinsa:207|oliveyoung:25|oliveyoung:123|oliveyoung:149|hwahae:97,True,MATCH,52002.0,brand exact/explicit alias; name exact score=1.000 margin=0.304; concentration compatible; form compatible; llm reconstructed name exact,52002|106403|81392|66266|3079,1.0,Explorer|Explorer Extreme|Explorer Platinum|Explorer Ultra Blue|Homme Exceptionnel,0.304348,71.0,25.0,,
ci_d28b9495862b,플르부아,히노끼 레더,EDP,LIQUID_PERFUME,cf_334c40eb6f16,True,False,,,,,2,2,0,musinsa:75|musinsa:210,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,75.0,,,
ci_2002333a4a42,Youssoful,베리섹시 니치,UNSPECIFIED,LIQUID_PERFUME,cf_30c63942d0b7,True,False,,,,,1,1,0,musinsa:76,True,MATCH,95035.0,brand exact/explicit alias; name exact score=1.000 margin=0.444; no conflicting concentration record; form compatible; llm reconstructed name exact,95035|95036|118418|95037|118435,1.0,Berry Sexy|Berry Noir|Beieren|Burj Royal|Emporia Cotton,0.444444,76.0,,,
ci_e49b9948a045,세이리,오스만투스 엑스트레 드,EXTRAIT,LIQUID_PERFUME,cf_308acded0589,True,False,,,,,1,1,0,musinsa:78,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,78.0,,,
ci_dde36cf02aa1,센슬,플로우 뮤트 플로우 미닛,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_f2f253e4a395,True,False,,,,,1,1,0,musinsa:80,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,80.0,,,
ci_fb38803bbfcc,Sennok,슬로우셉템버,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_1059b638e40f,True,False,,,,,1,1,0,musinsa:82,True,MATCH,109564.0,brand exact/explicit alias; name exact score=1.000 margin=0.571; no conflicting concentration record; form compatible; llm reconstructed name exact,109564|123063|109566|123062|109565,1.0,Slow September|Sleeping Rose|Baby Blusher|Linen Citrus|Soap Clean Soap,0.571429,82.0,,,
ci_30de9f13f79a,Vivienne Westwood,구름,EDP,LIQUID_PERFUME,cf_c38b292f7d7f,True,False,,,,,2,2,0,musinsa:83|musinsa:263,True,NO_MATCH,,compatible candidate not found,9989|6208|1533|1532|1534,0.444444,Naughty Alice|Boudoir Jouy|Boudoir Sin Garden|Boudoir|Let It Rock,0.091503,83.0,,,
ci_9fcfdb7b6424,투데이이즈,인마이메모리 오드,EDP,LIQUID_PERFUME,cf_7308e75d0d85,True,False,,,,,1,1,0,musinsa:84,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,84.0,,,
ci_80a9b463c540,그라펜,멀티 유즈 스프레이,PARFUM_UNSPECIFIED,BODY_FRAGRANCE,cf_81a0cf3b6456,True,False,,,,,1,1,0,musinsa:86,True,NO_MATCH,,compatible candidate not found,,,,,86.0,,,
ci_489e92661f61,Ralph Lauren,폴로 랄프,EDT,LIQUID_PERFUME,cf_1d6b62cd16e9,True,False,,,,,4,4,0,musinsa:88|musinsa:92|musinsa:180|oliveyoung:179,True,MATCH,890.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",890,1.0,Polo,,88.0,179.0,,
ci_ddb2869192fa,Clean,클리어 쿨 코튼,EDP,LIQUID_PERFUME,cf_63373fff6a96,True,False,,,,,2,2,0,musinsa:89|musinsa:161,True,MATCH,23032.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",23032,1.0,Cool Cotton,,89.0,,,
ci_ed9de50488a4,Dashu,아쿠아 다이브,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_fc2450127f3b,True,True,29.0,MATCH,brand_exact + identity_exact; size_difference_ignored,ci_ed9de50488a4,2,1,1,musinsa:93|hwahae:29,True,MATCH,68919.0,"human confirmation review: brand, fragrance name, concentration/form compatible",68919,1.0,Acqua Dive,,93.0,,,
ci_89d4dbdfbfef,Dolce&Gabbana,라이트 블루 리뉴얼,EDT,LIQUID_PERFUME,cf_6058ea79c9ba,True,False,,,,,3,3,0,musinsa:94|musinsa:223|musinsa:236,True,MATCH,104985.0,"human confirmation review: brand, fragrance name, concentration/form compatible",104985,1.0,Light Blue Eau de Toilette,,94.0,,,
ci_199e1eece1e7,John Varvatos,아티산 퓨어,EDT,LIQUID_PERFUME,cf_fca0a5a78ea0,True,False,,,,,2,2,0,musinsa:95|musinsa:121,True,MATCH,46623.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",46623,1.0,Artisan Pure,,95.0,,,
ci_532319e5514b,Yugen,INSPIRE,EDP,LIQUID_PERFUME,cf_66b8903ed33b,True,False,,,,,1,1,0,musinsa:96,True,MATCH,108587.0,brand exact/explicit alias; name exact score=1.000 margin=0.455; no conflicting concentration record; form compatible; llm reconstructed name exact,108587|124777|124776|108591|108590,1.0,Inspire|Whisper di Sole|Santal Dune|Sound of Water|Solar Shine,0.454545,96.0,,,
ci_37b1716e6608,After Blow,,PARFUM_UNSPECIFIED,SOLID_FRAGRANCE,cf_6205e25bb11d,True,False,,,,,1,1,0,musinsa:97,True,NO_MATCH,,brand unresolved or fragrance name empty,,,,,97.0,,,
ci_8e966beaa7d3,헤트라스 뷰티,핸드메이드 아틀리에 티,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_7c9955deb36d,True,False,,,,,1,1,0,musinsa:99,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,99.0,,,
ci_aed707d08d34,Ex Nihilo,블루 탈리스만,EDP,LIQUID_PERFUME,cf_d8ad0917e34c,True,False,,,,,1,1,0,musinsa:100,True,MATCH,84224.0,brand exact/explicit alias; name exact score=1.000 margin=0.385; no conflicting concentration record; form compatible; llm reconstructed name exact,84224|110848|89942|42906|81770,1.0,Blue Talisman|Blue Talisman Extrait de Parfum|Electra Gaze|Viper Green|Amber Sky Signature Rose De Mai,0.384615,100.0,,,
ci_5b66cdd8fc5f,Lush,29 하이 스트릿,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_8e52bf885c57,True,False,,,,,1,1,0,musinsa:101,True,MATCH,39761.0,brand exact/explicit alias; name exact score=1.000 margin=0.400; no conflicting concentration record; form compatible; llm reconstructed name exact,39761|69245|119849|132224|125434,1.0,29 High Street|Salty|Stormy Weather|Goodnight Sweetheart|Sultana,0.4,101.0,,,
ci_cec1391bad56,Maison Martin Margiela,레플리카 웬 더 레인 스탑스,EDT,LIQUID_PERFUME,cf_d4012f57cc17,True,False,,,,,2,2,0,musinsa:102|musinsa:187,True,MATCH,70985.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",70985,1.0,When the Rain Stops,,102.0,,,
ci_4fcbf0cd868b,슬로우허밍,릴리프,PARFUM_UNSPECIFIED,BALM_OR_STICK,cf_613b6bbb6d11,True,False,,,,,1,1,0,musinsa:103,True,NO_MATCH,,compatible candidate not found,,,,,103.0,,,
ci_ac1a3e8aecee,Sennok,,PARFUM_UNSPECIFIED,SOLID_FRAGRANCE,cf_ac22c6945f9e,True,False,,,,,1,1,0,musinsa:107,True,NO_MATCH,,brand unresolved or fragrance name empty,,,,,107.0,,,
ci_25ae9e92691e,Stéphane Humbert Lucas 777,갓 오브 파이어 EAU DE PARFUM,EDP,LIQUID_PERFUME,cf_be504e15e047,True,False,,,,,1,1,0,musinsa:108,True,MATCH,72381.0,brand exact/explicit alias; name exact score=1.000 margin=0.571; no conflicting concentration record; form compatible; llm reconstructed name exact,72381|25344|115147|18308|49396,1.0,God of Fire|O Hira|The Queen and the Viper|2022 Generation Femme|In The Wood For Love,0.571429,108.0,,,
ci_8f9c6acf1230,Lanvin,에끌라 드 아르페쥬,EDP,LIQUID_PERFUME,cf_a2a7d12706f4,True,True,6.0,MATCH,brand_exact + identity_exact + EDP_exact,ci_8f9c6acf1230,6,5,1,musinsa:110|musinsa:276|oliveyoung:9|oliveyoung:68|oliveyoung:197|hwahae:6,True,MATCH,9110.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",9110,1.0,Eclat d'Arpege,,110.0,9.0,,
ci_4a2f80f67c34,Elizabeth Arden,그린티 스트로베리 바질,EDT,LIQUID_PERFUME,cf_02430e44b5a2,True,False,,,,,2,2,0,musinsa:111|oliveyoung:115,True,MATCH,121230.0,brand exact/explicit alias; name exact score=1.000 margin=0.304; no conflicting concentration record; form compatible; llm reconstructed name exact,121230|65876|8559|35971|91712,1.0,Green Tea Strawberry Basil|Green Tea Sakura Blossom|Green Tea Lavender|Green Tea Nectarine Blossom|Green Tea Coconut Breeze,0.304348,111.0,115.0,,
ci_bf8562dbb7c2,Maison Martin Margiela,레플리카 네버 엔딩 썸머,EDT,LIQUID_PERFUME,cf_0643b1e24de8,True,False,,,,,1,1,0,musinsa:112,True,MATCH,103564.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",103564,1.0,Never-ending Summer,,112.0,,,
ci_71b9d531cf3b,Vivienne Westwood,명재현 로스트우드,EDP,LIQUID_PERFUME,cf_f99d479da0d8,True,False,,,,,1,1,0,musinsa:113,True,NO_MATCH,,compatible candidate not found,9989|21770|1533|6208|1534,0.5,Naughty Alice|Mon Boudoir|Boudoir Sin Garden|Boudoir Jouy|Let It Rock,0.1,113.0,,,
ci_09d4167c0459,Issey Miyake,르셀디세이,EDT,LIQUID_PERFUME,cf_14264746a3cb,True,False,,,,,3,3,0,musinsa:114|musinsa:151|oliveyoung:104,True,MATCH,95642.0,brand exact/explicit alias; name exact score=1.000 margin=0.111; no conflicting concentration record; form compatible; llm reconstructed name exact,95642|2529|725|16973|720,1.0,Le Sel d’Issey|Soleil d'Issey|Le Feu d'Issey|Lune d’Issey|L'eau d'Issey,0.111111,114.0,104.0,,
ci_52ddc722ce8e,Versace,에로스,EDT,LIQUID_PERFUME,cf_3fbee79d8e5e,True,False,,,,,4,4,0,musinsa:115|musinsa:228|musinsa:304|oliveyoung:230,True,MATCH,16657.0,"human confirmation review: brand, fragrance name, concentration/form compatible",16657,1.0,Eros,,115.0,230.0,,
ci_b9e62a927dd4,세이리,누드 엑스트레 드,EXTRAIT,LIQUID_PERFUME,cf_e8c56508c7a6,True,False,,,,,1,1,0,musinsa:118,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,118.0,,,
