source,source_rank,ranking_basis,ranking_period,source_product_id,brand_raw,product_name_raw,product_url,price_raw,collected_at,source_file,har_entry_index,cleaning_status,option_type,cleaning_rule,cleaning_reason,option_basis,option_reason,prior_review_context,audit_raw_csv_line,previous_effective_status,previous_effective_basis,previous_effective_reason,personal_fragrance_scope,scope_rule,scope_reason,candidate_decision,candidate_reason
musinsa,86,판매수량순,3개월,6257652,그라펜,멀티 유즈 바디 퍼퓸 스프레이 200ml,https://www.musinsa.com/products/6257652,24000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,EXCLUDE_NON_PERFUME,NONE,main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,87,EXCLUDE_NON_PERFUME,first_pass:main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,90,판매수량순,3개월,4431408,비비앙,퍼퓸 디퓨저 기프트 세트 200ml,https://www.musinsa.com/products/4431408,48900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,EXCLUDE_NON_PERFUME,NONE,main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,91,EXCLUDE_NON_PERFUME,first_pass:main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,HOME_FRAGRANCE,explicit_home_or_object_use,상품명에 공간·섬유·속옷 등 사물 사용 또는 디퓨저·캔들이 명시되어 있다.,EXCLUDE_HOME_FRAGRANCE,공간 또는 사물에 사용하는 제품이므로 후보에서 제외한다.
musinsa,97,판매수량순,3개월,3764328,애프터블로우,솔리드 퍼퓸,https://www.musinsa.com/products/3764328,36000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,EXCLUDE_NON_PERFUME,NONE,main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,98,EXCLUDE_NON_PERFUME,first_pass:main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,103,판매수량순,3개월,3863938,슬로우허밍,릴리프 퍼퓸밤,https://www.musinsa.com/products/3863938,21000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,EXCLUDE_NON_PERFUME,NONE,main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,104,EXCLUDE_NON_PERFUME,first_pass:main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,107,판매수량순,3개월,5207339,센녹,솔리드퍼퓸 고체향수 7g,https://www.musinsa.com/products/5207339,31000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,34,EXCLUDE_NON_PERFUME,NONE,main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,108,EXCLUDE_NON_PERFUME,first_pass:main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,140,판매수량순,3개월,2948294,엘리자베스,고체향수 보,https://www.musinsa.com/products/2948294,39000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,EXCLUDE_NON_PERFUME,NONE,main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,141,EXCLUDE_NON_PERFUME,first_pass:main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,162,판매수량순,3개월,4446768,비비앙,[기프트패키지] 헤어 바디 퍼퓸 미스트 100ml,https://www.musinsa.com/products/4446768,29900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,EXCLUDE_NON_PERFUME,NONE,main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,163,EXCLUDE_NON_PERFUME,first_pass:main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,170,판매수량순,3개월,4493039,비비앙,니치 룸스프레이 섬유향수 100ml (8종 택1),https://www.musinsa.com/products/4493039,15900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,91,EXCLUDE_NON_PERFUME,SCENT,main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,snapshot_option_review,한 용량/제형의 복수 향 제품 중 택1; 주상품은 모두 서비스 범위 밖,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,171,EXCLUDE_NON_PERFUME,first_pass:main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,HOME_FRAGRANCE,explicit_home_or_object_use,상품명에 공간·섬유·속옷 등 사물 사용 또는 디퓨저·캔들이 명시되어 있다.,EXCLUDE_HOME_FRAGRANCE,공간 또는 사물에 사용하는 제품이므로 후보에서 제외한다.
musinsa,185,판매수량순,3개월,6515604,아디다스 향수,아디다스 바이브 샤워젤 400ml (6종 택 1),https://www.musinsa.com/products/6515604,15000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,EXCLUDE_NON_PERFUME,SCENT,main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,snapshot_option_review,한 용량/제형의 복수 향 제품 중 택1; 주상품은 모두 서비스 범위 밖,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,186,EXCLUDE_NON_PERFUME,first_pass:main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,UNRESOLVED,body_care_or_application_unclear,세정·보습·애프터쉐이브가 주기능이거나 피부와 속옷 중 적용 대상이 불명확하다.,REVIEW_SCOPE_UNRESOLVED,Personal Fragrance 포함 여부를 상품명만으로 확정하지 않는다.
musinsa,204,판매수량순,3개월,2061110,몽블랑 퍼퓸,레전드 애프터쉐이브 밤 150ML (남성용로션),https://www.musinsa.com/products/2061110,50000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,EXCLUDE_NON_PERFUME,NONE,main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,205,EXCLUDE_NON_PERFUME,first_pass:main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,UNRESOLVED,body_care_or_application_unclear,세정·보습·애프터쉐이브가 주기능이거나 피부와 속옷 중 적용 대상이 불명확하다.,REVIEW_SCOPE_UNRESOLVED,Personal Fragrance 포함 여부를 상품명만으로 확정하지 않는다.
musinsa,234,판매수량순,3개월,4446879,비비앙,[기프트세트] 핸드크림 2개 듀오세트,https://www.musinsa.com/products/4446879,41900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,EXCLUDE_NON_PERFUME,NONE,main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,235,EXCLUDE_NON_PERFUME,first_pass:main_nonperfume,상품명에서 주상품을 실내/섬유 방향 또는 세정/보습/시트로 확인한 후보,UNRESOLVED,body_care_or_application_unclear,세정·보습·애프터쉐이브가 주기능이거나 피부와 속옷 중 적용 대상이 불명확하다.,REVIEW_SCOPE_UNRESOLVED,Personal Fragrance 포함 여부를 상품명만으로 확정하지 않는다.
musinsa,238,판매수량순,3개월,4375893,포맨트,솔리드 퍼퓸 페블+전용 허그몬 키링 증정,https://www.musinsa.com/products/4375893,30400,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,160,EXCLUDE_NON_PERFUME,NONE,main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,239,EXCLUDE_NON_PERFUME,first_pass:main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,246,판매수량순,3개월,6707461,돌체앤가바나,라이트 블루 하이드레이팅 퍼퓸 젤 30ml,https://www.musinsa.com/products/6707461,81900,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,217,EXCLUDE_NON_PERFUME,NONE,main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,247,EXCLUDE_NON_PERFUME,first_pass:main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,250,판매수량순,3개월,6679926,바디판타지,바디판타지 X 포차코 바디스프레이 50ml (택1),https://www.musinsa.com/products/6679926,7000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,217,REVIEW,UNKNOWN,option_unknown,옵션 유형 혼합 또는 옵션 대응 근거 부족,unresolved_option,선택/N종 표기는 있으나 향·용량·구성의 대응 근거 부족,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,251,EXCLUDE_NON_PERFUME,second_pass:unknown_option_but_all_non_perfume,옵션의 세부 유형과 무관하게 주상품이 고체향수·이너퍼퓸·바디스프레이로 명확하다.,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",REVIEW_OPTION_UNKNOWN,선택 항목이 향·용량·구성 중 무엇인지 확인이 필요하다.
musinsa,252,판매수량순,3개월,5938489,스침,"넛츠 바닐라 헤어 우유 퍼퓸 50ml [풍부한 자연의 넛츠, 달콤한 바닐라 향]",https://www.musinsa.com/products/5938489,31000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,217,EXCLUDE_NON_PERFUME,NONE,main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,253,EXCLUDE_NON_PERFUME,first_pass:main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,253,판매수량순,3개월,5938231,스침,"토마케일 헤어 우유 퍼퓸 50ml [달콤하고 신선한 토마토, 푸른 케일 향]",https://www.musinsa.com/products/5938231,31000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,217,EXCLUDE_NON_PERFUME,NONE,main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,254,EXCLUDE_NON_PERFUME,first_pass:main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,262,판매수량순,3개월,1349728,엘리자베스,고체향수 베닝,https://www.musinsa.com/products/1349728,39000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,217,EXCLUDE_NON_PERFUME,NONE,main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,263,EXCLUDE_NON_PERFUME,first_pass:main_solid_cream_stick,고체/크림/밤/젤/스틱 제형 표기 후보; 실제 제형은 미확인,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
musinsa,266,판매수량순,3개월,4542417,바디판타지,[파우치 랜덤 증정] 바디판타지 바디미스트 세트,https://www.musinsa.com/products/4542417,13000,2026-09-05,data/korea_popularity/raw/musinsa_perfume_3month_sales_count_20260905.har,217,EXCLUDE_NON_PERFUME,NONE,main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,no_option_evidence,상품명에서 선택 옵션 근거 없음; 옵션 부재를 상세페이지에서 확인한 것은 아님,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,267,EXCLUDE_NON_PERFUME,first_pass:main_hair_body,상품명에서 주상품을 헤어/바디 향 제품으로 확인한 후보,PERSONAL_FRAGRANCE,explicit_body_applied_fragrance_form,"헤어·바디 미스트, 고체향수, 퍼퓸밤·젤·스틱 등 몸에 향을 남기는 제형이 명시되어 있다.",RETURN_TO_CANDIDATES,Personal Fragrance이며 향 선택이 없는 확정 판매행이다.
