core_id,latin_core,korean_transliteration,reconstruction_status
cc3a062a97bf2935,Truth,트루스,OK
4ded5c98cc9b7c06,Truth For Men,트루스 포 맨,OK
384e048c61cb91ac,Truth Lush,트루스 러시,OK
4f89edcc2e2bab74,Truth Sensual Bedtime Fragrance,트루스 센슈얼 베드팀 프래그런스,UNCERTAIN
037c968467aa3fd7,Escape,이스케이프,OK
c78c78df0a16b9d2,Escape for Men,이스케이프 포 맨,OK
69ceb9578eb742c1,Crave,크라브,UNCERTAIN
b42c47ef6b54655f,Calvin,캘빈,OK
e9ab05d3f4b6cee9,CK be,씨케이 비,OK
caa5719263d0d94b,CK One,씨케이 원,OK
64ee5a8dd6f311c6,CK One Scene,씨케이 원 스센,UNCERTAIN
6623e233aad57566,CK One Summer,씨케이 원 서머,OK
60360a99e656344b,CK One Summer 2005,씨케이 원 서머 2005,OK
b148c9bada456245,CK One Summer 2006,씨케이 원 서머 2006,OK
2c4f65c40ad6cf21,Parfums Chloé,파르푕 끌로에,OK
792fc9f1112a2944,Narcisse,나르시스,OK
1e74ed99d9668721,Fleur de Narcisse,플뢰르 드 나르시스,OK
a636f0d045b42b6f,Innocence,인노센스,UNCERTAIN
abd30c15a08c102a,Collection 2005,컬렉션 2005,OK
6afda11868656ea0,Rumeur,뤼뫼르,OK
fcd7b568fc080426,Allure,알뤼르,OK
9bf183b82e5d3854,Allure Homme,알뤼르 옴므,OK
88212bd360f5ceb5,In Love Again Edition Fleur De La Passion,인 러브 어게인 에디션 플뢰르 드 라 패션,OK
1d9423ced54a2ab8,Opium Pour Homme,오피움 뿌르 옴므,OK
f438fb556f2e8e38,Allure Homme Sport,알뤼르 옴므 스포트,OK
bc6fc74cc597c305,N°5 Vintage,N°5 빈티지,OK
7f5d74a693681eb4,Chance,샹스,OK
75de160b369cbb0a,Coco Mademoiselle,코코 마드모아젤,OK
4e92883ce3b0fdb7,Egoiste,에고이스트,OK
9871f086787b2d3e,Egoiste Platinum,에고이스트 플래티넘,OK
9388a10395e1e135,Pour Monsieur,뿌르 무슈,OK
a63000809208967c,Antaeus,안테우스,OK
f239a86363de8a2d,Crystal Noir,크리스탈 누아르,OK
13bde49bf49324df,Bright Crystal,브라이트 크리스탈,OK
d387acf43236a3f0,Baby Blue Jeans,베이비 블루 진스,OK
82dcf2c66c48bdd8,Baby Rose Jeans,베이비 로즈 진스,OK
d44c140479659102,Black Jeans,블랙 진스,OK
bdc27213eda4498e,Blue Jeans,블루 진스,OK
eb746c62a4364f6b,Red Jeans,레드 진스,OK
7aef211e892bc395,Jeans Couture Glam,진스 쿠튀르 글람,UNCERTAIN
8c8e69e197313c24,Jeans Couture Woman,진스 쿠튀르 우먼,OK
d3a26fb3b920ab8e,Jeans Couture Man,진스 쿠튀르 맨,OK
8b5e050eae329564,Dreamer The Original Edition,드리머 더 오리지널 에디션,OK
20fe1bd201cd900b,Man,맨,OK
b2c7ae3fd1f0a0db,Man Eau Fraiche,맨 오 프레슈,OK
5c3967e73c04beef,Woman,우먼,OK
8f50d5827a073026,V/S Homme,V / 에스 옴므,OK
59eb6afb7cad4a6c,L'Homme,롬므,OK
5040c0adb11bea01,Midnight Charm,미드나이트 크할음,UNCERTAIN
50190da5932fe5e4,L'eau d'Issey,로 디세이,OK
5657e33252359596,L'Eau d'Issey Pour Homme,로 디세이 뿌르 옴므,OK
015246b7956844ec,L'Eau d'Issey Pour Homme Summer 2006,로 디세이 뿌르 옴므 서머 2006,OK
bec1ce10fdb6e7be,L'Eau d'Issey Summer 2006,로 디세이 서머 2006,OK
b6a4de42477d3461,L'Eau Bleue d'Issey Pour Homme,로 블뢰 디세이 뿌르 옴므,OK
795eee408fd70631,Le Feu d'Issey,르 푀 디세이,OK
21244199a805ca71,Le Feu D'Issey Light,르 푀 디세이 라이트,OK
80465f24c91f6402,Kouros,쿠로스,OK
40e2c6640c1560be,Body Kouros,보디 쿠로스,UNCERTAIN
59ae37e64e2f6fe8,Pure Poison Elixir,퓨어 쁘아종 엘릭서,OK
aef64cbd0f0ffae4,Euphoria Men,유포리아 맨,OK
3bc3567a7fc6511a,Romance,로맨스,OK
b808b3be2949a354,Ralph,랄프,OK
dafceda382f9ec20,Présence d'une femme,프레장스 둔 팜,UNCERTAIN
d6b3e8c828d37420,Presence,프레장스,OK
4aedda7f420dd3ad,Femme de Montblanc,팜 드 몽트블랑,UNCERTAIN
e45082ec0a2cadd5,Femme Individuelle,팜 앵디비뒤엘,OK
70bcb5a44e57c4a7,Still,스틸르,UNCERTAIN
f534ed976dc8838f,Glow,글로우,OK
efab9aa6708c2f2d,Miami Glow,마이애미 글로우,OK
38166c06fdce6357,Love at First Glow,러브 앳 퍼스트 글로우,OK
49cc5d1600839eba,Glow after Dark,글로우 아프텔 다크,UNCERTAIN
b64ac05f17e64d03,Live,라이브,OK
f563f25f06c7d713,Live Luxe,라이브 룩스,UNCERTAIN
4a0149a55d2d2557,Ralph Rocks,랄프 록스,UNCERTAIN
2396ffbe8a8a0804,Polo,폴로,OK
093de0b0eeb1edce,Lauren,로렌,OK
0ec91cecfac4028e,Glamourous,글래머러스,OK
8b06a25e131a0ba1,Glamourous Daylight,글래머러스 데이레이트,UNCERTAIN
20b15de8f18de6c1,Polo Sport,폴로 스포트,OK
75f5826a6f66d0b2,Polo Sport Woman,폴로 스포트 우먼,OK
4469e97fe2e3a989,Safari for Men,사파리 포 맨,OK
5f0330392292a13a,Safari,사파리,OK
4ea47b8430f53033,CK IN2U for Him,씨케이 인 2 유 포 힘,OK
470d5a39096bc060,CK IN2U for Her,씨케이 인 2 유 포 허,OK
111515aaa1516a7f,Gardénia,갈데니아,UNCERTAIN
b2726397acce2215,L'Eau D'Issey Une goutte sur un Petale,로 디세이 윈 구트 술 운 페탈,UNCERTAIN
87a12ae8fee8aaf0,Opium Orchidée de Chine,오피움 오르키데 드 신,OK
f581c0e6c268db89,Opium Pour Homme Eau d'Orient 2007,오피움 뿌르 옴므 오 도리앙 2007,OK
0966ab635b263672,Paris Jardins Romantiques,파리 잘딘스 로만티퀘스,UNCERTAIN
44058185b567953f,Young Sexy Lovely,영 섹시 러블리,OK
b2f939e26b866f7b,Fahrenheit 32,파렌하이트 32,OK
e98455e760e7fba5,Eclat d’Arpège,에끌라 다르페쥬,OK
c0ac6ab48b333bbd,Eclat d’Arpège Summer 2007,에끌라 다르페쥬 서머 2007,OK
c952b750ea261a24,Oxygene,옥시젠,OK
dcce4fe1306c1d6c,Oxygene Homme,옥시젠 옴므,OK
fc3c8478578b1844,Bois des Iles,부아 데 일,OK
fd275896d8028b02,N°22,N°22,OK
4c32889e092a7680,Ck One Electric,씨케이 원 일렉트릭,OK
1dba50c1fe4524c5,L'Eau d'Issey Summer 2007 Femme,로 디세이 서머 2007 팜,OK
7a71f2c5d355cde5,L'Eau d'Issey Summer 2007 Homme,로 디세이 서머 2007 옴므,OK
c0e8b4b4fa3f87d3,M7,M 7,OK
b4da029a96ad98f0,Rive Gauche pour Homme,리브 고쉬 뿌르 옴므,OK
ee3b715dc195e146,Kouros Tattoo,쿠로스 타트투,UNCERTAIN
524a811ef1ece2b5,L'Homme Eau d'Eté,롬므 오 데테,OK
d7f360378d71708d,for Him,포 힘,OK
d9139c9875288840,Aoud Queen Roses,아우드 퀸 로즈,UNCERTAIN
e0c47925d28b10c0,Aoud Damascus,아우드 다마스쿠스,UNCERTAIN
7f52ac43695fa989,Aoud Rose Petals,아우드 로즈 페털스,OK
74a121468a8369b2,Black Aoud,블랙 아우드,OK
beb6a065ead1b16d,Aoud Cuir d’Arabie,아우드 퀴르 다라비,UNCERTAIN
c85ce31ed21be54c,Aromatic Lime,아로마틱 라임,OK
80a668c54d3944f3,White Aoud,화이트 아우드,OK
588a09e06d6127f6,Wood and Spices,우드 앤드 스파이시스,OK
580f023f42800c29,Roses Musk,로즈 머스크,OK
4b2dba594d406553,CK One Summer 2007,씨케이 원 서머 2007,OK
bd378092701f043c,Polo Black,폴로 블랙,OK
587db873859861c4,Polo Blue,폴로 블루,OK
fba044ecfc4cacd1,Polo Double Black,폴로 도우블 블랙,UNCERTAIN
235a8413e9e98bd1,Purple Label,퍼플 라벨,UNCERTAIN
6af549a23cd309d9,Eau Sauvage Fraicheur Cuir,오 소바쥬 프레쇠르 퀴르,OK
9e9619793cc0e002,Jules,쥘,OK
f3278a2f37aeb29e,Forever and Ever,포에버 앤드 에버,OK
ac3c9a8fb94ccfc9,Forever and Ever Dior,포에버 앤드 에버 디올,OK
aa5c1b8bb123cdea,Addict 2 Summer Peonies,어딕트 2 서머 퍼니에스,UNCERTAIN
ecb97bd3a10455a0,Addict 2 Logomania,어딕트 2 로고마니아,UNCERTAIN
5dbd96421ebe4d61,Midnight Poison,미드나이트 쁘아종,OK
cc102bed91fed237,Cinéma Festival,시네마 페스티벌,OK
637d393fb9588189,Cinéma Festival d'Ete,시네마 페스티벌 데테,OK
523c5204cd9ae72d,Cinéma Gold,시네마 골드,OK
26a761e15a7a0116,Sweet Sun,스위트 선,OK
e357d396871d1012,Star,스타,OK
d16d79ebdf0cb0b8,Pour Femme,뿌르 팜,OK
9b74de72ee9cdfb1,N°5 Eau Premiere,N°5 오 프르미에르,OK
89cab0a5b28521d1,Bois d'Argent,부아 달상,UNCERTAIN
d98b3353de00ad26,Eau Noire,오 누아르,OK
c032bb3615b0d5ba,Blanche,블랑쉬,OK
e80125b891785a4b,"Me, Dior Me Not","미, 디올 미 노트",UNCERTAIN
01a15410afddf211,Dune Sun,듄 선,OK
fda9367132b0e958,I Love Dior,I 러브 디올,OK
f24916d7ed608110,Chris 1947,크흐리스 1947,UNCERTAIN
c14ea6dc2d7ef6e9,Addict Dior Twist,어딕트 디올 튀스트,UNCERTAIN
cbb78183c4e527f1,Eau de Dior Coloressence Energizing,오 드 디올 콜로레상스 에너자이징,OK
a78d3cd324fe9828,Eau de Dior Coloressence Relaxing,오 드 디올 콜로레상스 레라엥그,UNCERTAIN
4495c74f098e4160,Blonde,블론드,OK
7d8b9dcd7c721568,Essence Emotional,에센스 에모쇼날,UNCERTAIN
2f5b9abcd79acbc0,Essence Ethereal,에센스 에세릴,UNCERTAIN
3688e96e42605f15,Essence Exciting,에센스 엑스시팅,UNCERTAIN
18f045046d9caf93,Versus Donna,버서스 돈나,UNCERTAIN
8a910986c53d9737,Versus Uomo,버서스 우오모,UNCERTAIN
36f0033c278df08c,Chance Eau Fraiche,샹스 오 프레슈,OK
38f0298cb168bf94,Addict Shine,어딕트 샤인,OK
2b6093795d4e8bf2,Miss Dior Cherie 2007,미스 디올 셰리 2007,OK
78ab9c89409d01bb,Boudoir,부두아르,OK
11c612bc39288a33,Boudoir Sin Garden,부두아르 신 가든,OK
2d2b733063875f36,Let It Rock,레트 잇 록,UNCERTAIN
f72f1126e6ebea47,Libertine,리벨틴,UNCERTAIN
234c5067c133fc33,Opium Orient Extreme,오피움 오리앙 익스트림,OK
babb3395df9224bc,Iris Nobile,아이리스 노빌레,OK
dc1d9fc962900586,Elle,엘,OK
d669e2de726bcbf8,Colonia Assoluta Edizione Riviera,콜로니아 아솔루타 에디치오네 리비에라,OK
d00604e6d1c691ca,Colonia,콜로니아,OK
66f068529c517e2c,Colonia Assoluta,콜로니아 아솔루타,OK
b4c818ac73e6ce95,Profumo,프로푸모,OK
a03388a48e376c0f,Colonia Intensa,콜로니아 인텐사,OK
e77c5d542dabe2b3,Blu Mediterraneo Arancia di Capri,블루 메디테라네오 아란차 디 카프리,OK
9c6ff4fae1d98352,Blu Mediterraneo - Cipresso di Toscana,블루 메디테라네오 - 키프레스소 디 토스카나,UNCERTAIN
6b7e5565a87f84c3,Blu Mediterraneo - Fico di Amalfi,블루 메디테라네오 - 피코 디 아말피,OK
57a8111646e49504,Blu Mediterraneo - Mandorlo di Sicilia,블루 메디테라네오 - 만도를로 디 시칠리아,OK
c579754fc7b2d111,Chloé,끌로에,OK
c7baffd51ad2ff77,Euphoria Luminous Lustre,유포리아 루미노우스 루스틀,UNCERTAIN
58c564eb519120d3,V/S Versus,V / 에스 버서스,OK
83a5413a5fceb060,Green Jeans,그린 진스,OK
14a288e8a45b9147,Metal Jeans Men,메탈 진스 맨,OK
20a7ea8c702fadbf,Metal Jeans Women,메탈 진스 우먼,OK
555f9851f1f07c8e,Yellow Jeans,옐로 진스,OK
47dc0420a0b2fa02,White Jeans,화이트 진스,OK
60ec178e2bbae7ab,Versus Time for Action,버서스 팀 포 악션,UNCERTAIN
f7f9ca3e2f67af2a,Homme,옴므,OK
15e9daa7196500c1,Homme Intense 2007,옴므 인텐스 2007,OK
16e850ca4fe10817,Passage No.4,패시지 넘버. 4,OK
f64d0cb0b8ccc341,Passage No.8,패시지 넘버. 8,OK
323c93c743391ca5,Passage No.9,패시지 넘버. 9,OK
563f9740c0951697,Ralph Hot,랄프 호트,UNCERTAIN
4b5f75cd881996c4,Ralph Cool,랄프 쿨,OK
ec7d56a01607001e,Blue,블루,OK
c7f2f9e2ec34ebab,Opium Légendes de Chine,오피움 레상 드 신,UNCERTAIN
695d2d609aaf9115,Euphoria Men Intense,유포리아 맨 인텐스,OK
99684c7a24860f11,Polo Explorer,폴로 익스플로러,OK
a12e11eba851578a,Eau d'Ete 2005 l'Eau d'Issey Pour Homme,오 데테 2005 로 디세이 뿌르 옴므,OK
3f6a9bec5c80b0dc,With Holiday Decor,위드 홀리데이 데콜,UNCERTAIN
3eb61a22c048b0b2,L'Eau d'Issey Pour Homme Intense,로 디세이 뿌르 옴므 인텐스,OK
2a92f6fbf986ba79,Remember Me,레멤벨 미,UNCERTAIN
059f727ac7ff5dcd,Lily,릴리,OK
e0f6f13555ce4836,Lily Dior,릴리 디올,OK
b49091d501469ee6,Opium Eau D'ete Summer Fragrance,오피움 오 데테 서머 프래그런스,OK
e030dffb64486b8d,Opium Fleur de Shanghai,오피움 플뢰르 드 상그,UNCERTAIN
12ee5c31e7c94dd4,Opium Fleur Imperiale,오피움 플뢰르 앵페리알,OK
bd1b7b46ed01d420,Opium Pour Homme Eau d'Orient,오피움 뿌르 옴므 오 도리앙,OK
7f96a524878a8356,Opium Secret de Parfum,오피움 시크릿 드 퍼퓸,OK
dbcb5e19e91b165c,Chocolate Greedy,초콜릿 그리디,OK
a6789259d3da493c,Ginger Musk,진저 머스크,OK
93e7fc21af1aef03,Ralph Wild,랄프 와일드,OK
a8b754d5590c7ea2,Rumeur 2 Rose,뤼뫼르 2 로즈,OK
1b74818ae0b11e31,White Jasmine & Mint,화이트 재스민 앤 민트,OK
32fdc0ae14b3bca5,Orange Blossom,오렌지 블로섬,OK
1338e7e896465a83,Blue Agava & Cacao,블루 아가바 앤 카카오,UNCERTAIN
72221201eeead4cd,Paris Roses Enchantees,파리 로즈 엔크한티스,UNCERTAIN
db35984434da14a1,Paris Roses des Bois,파리 로즈 데 부아,OK
04a3a67fa909698b,Paris Roses des Vergers,파리 로즈 데 벨젤스,UNCERTAIN
6015155643d77b12,Paris Premieres Roses,파리 프르미에르 로즈,OK
3f0e4c98e147c3db,Vintage Gardenia,빈티지 가드니아,OK
0601a26e0aabf27a,Nutmeg & Ginger,누트메그 앤 진저,UNCERTAIN
6baba7edb9ed689b,Vetyver,베티버,OK
a82dc66d4d3907bc,Pour Homme,뿌르 옴므,OK
f04990d6eb20fb69,L'Eau Bleue d'Issey Eau Fraiche,로 블뢰 디세이 오 프레슈,OK
1dfd3b2608c6be64,John Varvatos,조흔 발바토스,UNCERTAIN
5e2150c551242986,Vintage,빈티지,OK
a1c00c774519bad3,Kouros Sport Eau d'Ete Summer Fragrance,쿠로스 스포트 오 데테 서머 프래그런스,OK
4590860da95c006a,Kouros Sport,쿠로스 스포트,OK
457e390ca035bd22,CK One Summer 2008,씨케이 원 서머 2008,OK
d42fac8291f1e6e1,Miss Dior Cherie Eau de Printemps,미스 디올 셰리 오 드 프랭탕,OK
3b66c10ccba3ca50,Soleil d'Issey,솔레이 디세이,OK
1dd03d6b75f0c686,L'Eau d'Issey Summer Glimmer,로 디세이 서머 글리머,OK
b74777691b0b0735,L'Eau d'Issey Pour Homme Summer Glimmer,로 디세이 뿌르 옴므 서머 글리머,OK
48f2e7f57441441f,Live Jazz,라이브 재즈,OK
3e284681b6953703,Jazz,재즈,OK
68f972a2e4779a83,Romance for Men,로맨스 포 맨,OK
7bcef06af7182f33,Romance Silver,로맨스 실버,OK
b5beda0ffc480e92,Eau de Dolce Vita,오 드 돌체 비타,OK
ccfcb5b839e45702,Kouros Summer Edition 2008,쿠로스 서머 에디션 2008,OK
3c98e98b61cfd3ad,M7 Fresh,M 7 프레시,OK
6eee76cd396cae2e,Dior,디올,OK
03c1a30eddf104b8,Diorama,디오라마,OK
5766598155e61a80,Fahrenheit 0 Degree,파렌하이트 0 데그리,UNCERTAIN
89319782e490d8d9,Fahrenheit Summer 2006,파렌하이트 서머 2006,OK
315979784ae3b1ad,Lauren Style,로렌 스틸,UNCERTAIN
e973473d689f0b2a,Allure Homme Edition Blanche,알뤼르 옴므 에디션 블랑쉬,OK
1272b883069afd6d,Eternity Summer 2008,이터니티 서머 2008,OK
696b20b72c34ce57,Opium Poesie de Chine pour Homme,오피움 포에지 드 신 뿌르 옴므,OK
8e358bad9a01c7f8,Opium Poesie de Chine pour Femme,오피움 포에지 드 신 뿌르 팜,OK
59e4a4a2d276f844,L'Homme Eau d'Ete,롬므 오 데테,OK
9fa3af03760a2b1c,Elle Summer Fragrance 2008,엘 서머 프래그런스 2008,OK
1cf40b8983b4371e,L'Homme Yves Saint Laurent design by Jean Nouvel,롬므 이브 생 로랑 데시니 바이 세앙 누벨,UNCERTAIN
0597da68899c5d5c,Eternity For Men Summer 2008,이터니티 포 맨 서머 2008,OK
a0ff93efb93c3885,Paris Pont des Amours,파리 폰트 데 아모울스,UNCERTAIN
fa3ee2143f9a590f,Ck One Graffiti,씨케이 원 그라프피티,UNCERTAIN
463875442dcb9919,Eternity For Men Summer 2007,이터니티 포 맨 서머 2007,OK
2a4c493db78c61e9,Eternity Summer 2007,이터니티 서머 2007,OK
3e9db9687c91bd2d,L'Eau d'Issey Summer 2008,로 디세이 서머 2008,OK
71fc7b1ed7d13ca6,L'Eau d'Issey Summer Pour Homme 2008,로 디세이 서머 뿌르 옴므 2008,OK
97a6698bf6c7d63d,Baby Doll Candy Pink,베이비 돌 캔디 핑크,OK
0fc0aa517e372643,Baby Doll Lucky Game,베이비 돌 럭키 감,UNCERTAIN
a7b0f814da2678c9,Baby Doll Magic,베이비 돌 마직,UNCERTAIN
57c2211b82fbf908,In Love Again Jasmin Etoile,인 러브 어게인 자스맹 에토일,UNCERTAIN
876a6b91a6104b3c,Kouros Eau d'Ete 2006,쿠로스 오 데테 2006,OK
70cd84bcb5d466dc,Kouros Fraicheur,쿠로스 프레쇠르,OK
5ad5e98dae6a7dbd,Deseo Forever,데세오 포에버,OK
8d38d8162f2fd4ed,Shower Fresh,샤워 프레시,OK
ebdb717db90c23c4,Sweet Layer,스위트 레이엘,UNCERTAIN
2acd1c87d97635f0,Ultimate,얼티밋,OK
3dc8ff30e670ed3a,Warm Cotton,웜 코튼,OK
c460937bf19ca31a,Wellness by Clean Harmony,웰니스 바이 클린 할모니,UNCERTAIN
dbaa5cdba6e1e901,Wellness by Clean Purity,웰니스 바이 클린 푸리티,UNCERTAIN
be257cb26e5fc232,Fragrance,프래그런스,OK
73c075666cc5bbc8,Baby Girl,베이비 걸,OK
f1269e182a93f6f9,Lather,라셀,UNCERTAIN
1b45cbf3b4b660c3,Provence,프로방스,OK
dcaee2fa245c503d,Addict Limited Edition Collect It,어딕트 리미티드 에디션 콜렉트 잇,UNCERTAIN
85ee0a86d43ab5a5,Homme Exceptionnel,옴므 엑스셉숀넬,UNCERTAIN
e32b4d9681f8dde5,Baiser de Cinéma,베셀 드 시네마,UNCERTAIN
7681f5bb3795c9ce,Blue Mediterraneo - Mirto di Panarea,블루 메디테라네오 - 미르토 디 파나레아,OK
5b6f5225cb68d90e,Pour Monsieur Concentree,뿌르 무슈 콩상트레,OK
5075326a70b1761d,Cinéma Scenario d'Ete,시네마 스세나리오 데테,UNCERTAIN
e1f837021e4c93ed,Young Sexy Lovely Spring / Summer Collection 2008,영 섹시 러블리 스프링 / 서머 컬렉션 2008,OK
5482c586af3b10fc,Young Sexy Lovely Collector Intense 2007,영 섹시 러블리 컬렉터 인텐스 2007,OK
63584d84069d1eb5,J'adore Le Jasmin,쟈도르 르 자스맹,OK
d8f277e59e18eedf,Addict 2 Summer Breeze,어딕트 2 서머 브리즈,OK
e511513b2b5b3478,Red Aoud,레드 아우드,OK
b403e74f82dd899c,Sunset Flowers,선셋 플라워스,OK
6ce9595a29d5a512,Aoud Flowers,아우드 플라워스,OK
3a1b109727a9d680,Aoud Collection - Golden Aoud,아우드 컬렉션 - 골든 아우드,OK
2fbfa89a4a813b8d,Mukhallat,묵할라트,UNCERTAIN
dc23190991d5eb5f,Oriental Flowers,오리엔탈 플라워스,OK
7334b794062a7c85,Romance Be Mine,로맨스 비 민,UNCERTAIN
7e80312d6d79bd3e,Cruise Collection - Escale a Portofino,크루즈 컬렉션 - 에스칼 어 포르토피노,OK
bdc0bfd6a7a741b2,Addict 2 Summer Litchi,어딕트 2 서머 리특히,UNCERTAIN
84fe4d3ddb081b09,Deseo for Men,데세오 포 맨,OK
52f4cb8f75512a58,Chembur,크헴불,UNCERTAIN
d486dfbd5fb57834,Green,그린,OK
877a8e107fa9723a,Gypsy Water,집시 워터,OK
ebe573a137fcb460,Pulp,풀프,UNCERTAIN
57731f78df707f04,Rose Noir,로즈 누아르,OK
f364c8fa6b9565d1,CK IN2U POP for Her,씨케이 인 2 유 피오피 포 허,OK
87ddbd22f0c50b27,CK IN2U POP for Him,씨케이 인 2 유 피오피 포 힘,OK
6c5eab521a5bdc8c,Secret Obsession,시크릿 옵세션,OK
b0c2d5a982deb9cf,L'Eau d'Issey Reflection In A Drop,로 디세이 레프레티옹 인 어 드롭,UNCERTAIN
93625553f57684b4,Aoud Ambre,아우드 앙브르,OK
cff7065132070147,Attar,아트탈,UNCERTAIN
681cfe760827a0d7,Royal Aoud,로열 아우드,OK
49a7cd11775c6da1,Steam Aoud Aoud Hoggar Mota,스팀 아우드 아우드 호그갈 모타,UNCERTAIN
c4244860e9573158,Jasmin Full,자스맹 풀,OK
b01c44231ef5c6d1,Miss Dior Cherie Blooming Bouquet 2007,미스 디올 셰리 블루밍 부케 2007,OK
855f1d1a15cefd53,Aoud Lime,아우드 라임,OK
1dfb389e0fb8d907,Chypre Fruite,시프르 프뤼테,OK
51db6d6717c399eb,Orient Extreme,오리앙 익스트림,OK
edf3c7b3844fb3c4,Amandes Orientales,아만데스 오리엔타레스,UNCERTAIN
399ae74d28189aa0,Blue Amber,블루 앰버,OK
98d7d8205533ad0b,Embruns d'Essaouira,엠브룬 데스소이라,UNCERTAIN
01d6f803457ffc26,Fougeres Marines,포우제레스 마리네스,UNCERTAIN
994fcc0c8d26750c,Greyland,그라에이란드,UNCERTAIN
bb4f17eb418d4540,Intense Tiare,인텐스 티알,UNCERTAIN
65367884c2fb4326,Patchouli Leaves,패출리 리베스,UNCERTAIN
6b0e19ad51bf43e9,Sandal Sliver,산달 슬리버,UNCERTAIN
13f47eaf4b91229f,Sandflowers,산드프로웰스,UNCERTAIN
639b4503105134cd,Soleil de Capri,솔레이 드 카프리,OK
289e0b391b347429,Sweet Oriental Dream,스위트 오리엔탈 드림,OK
11a7ed3aff1c880f,Vetiver Des Sables,베티버 데 사블레스,UNCERTAIN
96a7dcca2d95adc5,White Musk,화이트 머스크,OK
9fe54ab1c8ced5f2,Dew Musk,데우 머스크,UNCERTAIN
cc480fdb07fef60a,Crystal Flowers,크리스탈 플라워스,OK
70a6a4a7740537e0,Jeanne Lanvin,잔 랑방,OK
